_time,_left_vel,_right_vel,_left_pos,_right_pos
11.0,435.0,217.0,3.0,2.0
21.0,1085.0,868.0,11.0,10.0
31.0,1518.0,1328.0,25.0,24.0
41.0,1712.0,1712.0,42.0,40.0
50.0,2166.0,1951.0,62.0,58.0
61.0,2380.0,2164.0,85.0,80.0
71.0,2460.0,2272.0,110.0,104.0
81.0,2649.0,2460.0,137.0,129.0
91.0,2801.0,2587.0,163.0,153.0
101.0,2800.0,2586.0,192.0,181.0
111.0,3010.0,2797.0,221.0,208.0
121.0,2905.0,2906.0,251.0,236.0
131.0,3010.0,2823.0,283.0,265.0
141.0,3255.0,2754.0,313.0,293.0
151.0,3195.0,2821.0,345.0,323.0
161.0,3205.0,3018.0,378.0,353.0
171.0,3220.0,2792.0,408.0,381.0
181.0,3218.0,3006.0,442.0,412.0
191.0,3211.0,2998.0,473.0,441.0
201.0,3332.0,3108.0,507.0,472.0
211.0,3182.0,2996.0,540.0,503.0
221.0,3284.0,3090.0,572.0,533.0
231.0,3368.0,2995.0,606.0,564.0
241.0,3214.0,3001.0,638.0,593.0
251.0,3366.0,2994.0,672.0,625.0
261.0,3232.0,2985.0,704.0,654.0
271.0,3363.0,2991.0,739.0,686.0
281.0,3426.0,2997.0,771.0,716.0
291.0,3362.0,3176.0,805.0,748.0
301.0,3228.0,3230.0,837.0,778.0
311.0,3361.0,3175.0,872.0,810.0
321.0,3421.0,3209.0,904.0,840.0
331.0,3544.0,3172.0,939.0,872.0
341.0,3470.0,3224.0,971.0,902.0
351.0,3517.0,3148.0,1006.0,934.0
361.0,3204.0,3206.0,1038.0,964.0
371.0,3168.0,3169.0,1072.0,996.0
381.0,3462.0,3079.0,1105.0,1026.0
391.0,3399.0,3189.0,1138.0,1056.0
401.0,3175.0,3176.0,1172.0,1089.0
411.0,3397.0,2974.0,1205.0,1118.0
421.0,3182.0,2972.0,1239.0,1150.0
431.0,3394.0,3184.0,1272.0,1181.0
441.0,3357.0,3172.0,1307.0,1213.0
451.0,3391.0,3180.0,1339.0,1243.0
461.0,3177.0,3179.0,1374.0,1275.0
471.0,3343.0,2972.0,1407.0,1305.0
481.0,3400.0,3190.0,1440.0,1336.0
491.0,3341.0,3156.0,1474.0,1368.0
501.0,3257.0,3066.0,1507.0,1398.0
511.0,3384.0,2961.0,1540.0,1428.0
521.0,3346.0,3160.0,1575.0,1461.0
531.0,3381.0,3170.0,1607.0,1491.0
541.0,3380.0,2959.0,1643.0,1523.0
551.0,3333.0,3149.0,1675.0,1554.0
561.0,3386.0,3176.0,1708.0,1584.0
571.0,3329.0,3145.0,1743.0,1617.0
581.0,3242.0,3242.0,1776.0,1647.0
591.0,3367.0,2947.0,1809.0,1677.0
601.0,3165.0,3167.0,1842.0,1708.0
611.0,3320.0,3137.0,1877.0,1741.0
621.0,3424.0,3044.0,1911.0,1771.0
631.0,3359.0,3151.0,1943.0,1802.0
641.0,3371.0,3163.0,1976.0,1833.0
651.0,3315.0,3129.0,2011.0,1865.0
661.0,3418.0,3228.0,2045.0,1896.0
671.0,3351.0,2933.0,2078.0,1926.0
681.0,3360.0,3150.0,2111.0,1957.0
691.0,3304.0,2939.0,2146.0,1989.0
701.0,3220.0,3031.0,2179.0,2020.0
711.0,3552.0,2926.0,2213.0,2051.0
721.0,3352.0,3145.0,2246.0,2082.0
731.0,3340.0,3342.0,2279.0,2113.0
741.0,3387.0,2902.0,2312.0,2143.0
751.0,3481.0,3115.0,2348.0,2177.0
761.0,3347.0,2930.0,2381.0,2207.0
771.0,3334.0,3126.0,2414.0,2238.0
781.0,3384.0,3145.0,2448.0,2269.0
791.0,3333.0,3126.0,2481.0,2300.0
801.0,3344.0,3136.0,2515.0,2331.0
811.0,3331.0,2916.0,2547.0,2361.0
821.0,3329.0,3123.0,2583.0,2395.0
831.0,3474.0,3109.0,2617.0,2426.0
841.0,3339.0,3132.0,2650.0,2457.0
851.0,3325.0,3325.0,2683.0,2488.0
861.0,3387.0,3012.0,2717.0,2518.0
871.0,3526.0,3112.0,2751.0,2550.0
881.0,3330.0,3125.0,2784.0,2581.0
891.0,3317.0,3112.0,2817.0,2612.0
901.0,3365.0,3127.0,2851.0,2643.0
911.0,3316.0,3110.0,2884.0,2674.0
921.0,3314.0,3106.0,2918.0,2705.0
931.0,3301.0,3094.0,2951.0,2736.0
941.0,3343.0,3106.0,2985.0,2768.0
951.0,3296.0,3092.0,3019.0,2799.0
961.0,3307.0,3101.0,3053.0,2830.0
971.0,3500.0,3088.0,3087.0,2861.0
981.0,3362.0,3176.0,3120.0,2893.0
991.0,3293.0,3088.0,3154.0,2924.0
1001.0,3304.0,3307.0,3188.0,2956.0
1011.0,3290.0,3087.0,3222.0,2986.0
1021.0,3357.0,3172.0,3256.0,3018.0
1031.0,3436.0,3075.0,3290.0,3049.0
1041.0,3345.0,3109.0,3321.0,3078.0
1051.0,3285.0,3082.0,3355.0,3109.0
1061.0,3327.0,3092.0,3389.0,3141.0
1071.0,3284.0,3080.0,3423.0,3172.0
1081.0,3286.0,3082.0,3457.0,3204.0
1091.0,3273.0,3071.0,3491.0,3235.0
1101.0,3343.0,3158.0,3525.0,3266.0
1111.0,3476.0,3273.0,3557.0,3296.0
1121.0,3284.0,3080.0,3591.0,3327.0
1131.0,3475.0,3068.0,3625.0,3358.0
1141.0,3310.0,3076.0,3659.0,3390.0
1151.0,3475.0,3068.0,3693.0,3421.0
1161.0,3323.0,3088.0,3725.0,3451.0
1171.0,3470.0,3063.0,3759.0,3482.0
1181.0,3307.0,2836.0,3793.0,3513.0
