_time,_left_pos,_right_pos,_left_vel,_right_vel,_obsv_time,_obsv_sL,_obsv_sR,_obsv_psi,_obsv_psi_dot
53372.0,1909.0,1036.0,2133.0,1177.0,54297.0,103.185,102.58,-4.292,-0.001
53392.0,1951.0,1058.0,2147.0,1125.0,54335.0,105.344,104.726,-4.383,-0.001
53415.0,2001.0,1085.0,2187.0,1181.0,54378.0,107.696,107.064,-4.485,-0.001
53432.0,2038.0,1105.0,2165.0,1170.0,54415.0,110.206,109.559,-4.59,-0.001
53452.0,2082.0,1128.0,2163.0,1130.0,54457.0,112.365,111.705,-4.686,-0.001
53480.0,2142.0,1161.0,2183.0,1200.0,54499.0,114.612,113.938,-4.783,-0.001
53491.0,2168.0,1175.0,2178.0,1173.0,54537.0,117.14,116.45,-4.891,-0.001
53512.0,2213.0,1199.0,2185.0,1165.0,54577.0,119.194,118.491,-4.981,-0.001
53536.0,2266.0,1227.0,2232.0,1179.0,54619.0,121.528,120.812,-5.081,-0.001
53552.0,2301.0,1246.0,2153.0,1169.0,54657.0,124.038,123.307,-5.186,-0.001
53572.0,2344.0,1269.0,2203.0,1178.0,54697.0,126.18,125.435,-5.279,-0.001
53598.0,2402.0,1301.0,2177.0,1201.0,54739.0,128.549,127.791,-5.379,-0.001
53612.0,2432.0,1317.0,2202.0,1174.0,54777.0,131.112,130.338,-5.492,-0.001
53632.0,2475.0,1340.0,2186.0,1169.0,54815.0,133.289,132.501,-5.585,-0.001
53655.0,2527.0,1368.0,2191.0,1179.0,54858.0,135.693,134.892,-5.685,-0.001
53671.0,2561.0,1387.0,2096.0,1171.0,54897.0,138.256,137.439,-5.792,-0.001
53692.0,2606.0,1410.0,2188.0,1118.0,54935.0,140.485,139.655,-5.888,-0.001
53720.0,2665.0,1442.0,2145.0,1163.0,54978.0,142.907,142.063,-5.99,-0.001
53731.0,2691.0,1456.0,2178.0,1173.0,55015.0,145.453,144.592,-6.1,-0.001
53752.0,2735.0,1480.0,2137.0,1165.0,55057.0,147.664,146.791,-6.193,-0.001
53776.0,2786.0,1507.0,2149.0,1137.0,55099.0,149.999,149.111,-6.293,-0.001
53792.0,2820.0,1526.0,2090.0,1168.0,55137.0,152.561,151.659,-6.401,-0.001
53812.0,2862.0,1549.0,2152.0,1178.0,55177.0,154.632,153.718,-6.489,-0.001
53838.0,2918.0,1579.0,2103.0,1126.0,55219.0,156.95,156.02,-6.591,-0.001
53852.0,2948.0,1594.0,2202.0,1101.0,55257.0,159.442,158.498,-6.694,-0.001
53871.0,2989.0,1617.0,2085.0,1169.0,55297.0,161.566,160.609,-6.784,-0.001
53895.0,3040.0,1645.0,2148.0,1179.0,55339.0,163.9,162.93,-6.884,-0.001
53911.0,3074.0,1663.0,2093.0,1108.0,55377.0,166.445,165.46,-6.989,-0.001
53932.0,3117.0,1686.0,2109.0,1128.0,55415.0,168.604,167.606,-7.085,-0.001
53958.0,3174.0,1716.0,2143.0,1128.0,55458.0,170.974,169.961,-7.185,-0.001
53972.0,3203.0,1732.0,2127.0,1174.0,55495.0,173.484,172.456,-7.295,-0.001
53992.0,3245.0,1754.0,2140.0,1121.0,55537.0,175.731,174.689,-7.393,-0.001
54015.0,3296.0,1781.0,2149.0,1137.0,55579.0,178.101,177.044,-7.493,-0.001
54032.0,3329.0,1801.0,2037.0,1234.0,55617.0,180.734,179.661,-7.61,-0.001
54052.0,3372.0,1824.0,2112.0,1130.0,55657.0,182.858,181.772,-7.7,-0.001
54079.0,3429.0,1854.0,2139.0,1126.0,55698.0,185.263,184.162,-7.805,-0.001
54092.0,3459.0,1870.0,2202.0,1175.0,55737.0,187.808,186.692,-7.915,-0.001
54112.0,3500.0,1893.0,2099.0,1177.0,55777.0,189.967,188.838,-8.011,-0.001
54135.0,3551.0,1920.0,2230.0,1180.0,55819.0,192.337,191.193,-8.116,-0.001
54152.0,3588.0,1940.0,2165.0,1170.0,55857.0,194.9,193.74,-8.223,-0.001
54172.0,3633.0,1964.0,2208.0,1178.0,55895.0,197.059,195.886,-8.318,-0.001
54199.0,3693.0,1995.0,2220.0,1147.0,55938.0,199.411,198.224,-8.421,-0.001
54212.0,3722.0,2010.0,2237.0,1157.0,55977.0,201.939,200.736,-8.533,-0.001
54232.0,3765.0,2034.0,2189.0,1221.0,56015.0,204.151,202.934,-8.631,-0.001
54255.0,3818.0,2061.0,2234.0,1138.0,56058.0,206.556,205.324,-8.731,-0.001
54272.0,3854.0,2081.0,2213.0,1229.0,56097.0,208.888,207.647,-8.802,-0.001
54292.0,3898.0,2104.0,2160.0,1129.0,56136.0,210.904,209.656,-8.853,-0.001
54319.0,3956.0,2134.0,2178.0,1126.0,56178.0,213.114,211.856,-8.927,-0.001
54332.0,3986.0,2150.0,2202.0,1175.0,56216.0,215.361,214.089,-9.015,-0.001
54352.0,4028.0,2173.0,2149.0,1177.0,56257.0,217.396,216.114,-9.093,-0.001
54375.0,4079.0,2200.0,2233.0,1182.0,56299.0,219.625,218.33,-9.188,-0.001
54392.0,4116.0,2219.0,2167.0,1113.0,56337.0,222.101,220.789,-9.298,-0.001
54412.0,4160.0,2242.0,2161.0,1129.0,56377.0,224.049,222.726,-9.388,-0.001
54440.0,4218.0,2273.0,2107.0,1126.0,56418.0,226.244,224.906,-9.489,-0.001
54452.0,4244.0,2286.0,2170.0,1085.0,56457.0,228.596,227.244,-9.591,-0.001
54472.0,4288.0,2309.0,2138.0,1117.0,56497.0,230.545,229.18,-9.677,-0.001
54496.0,4338.0,2336.0,2107.0,1137.0,56539.0,232.704,231.326,-9.767,-0.001
54512.0,4373.0,2354.0,2150.0,1105.0,56577.0,235.02,233.63,-9.865,-0.001
54532.0,4415.0,2376.0,2156.0,1129.0,56615.0,236.897,235.498,-9.926,-0.001
54558.0,4472.0,2406.0,2141.0,1126.0,56658.0,238.984,237.576,-9.987,-0.001
54572.0,4502.0,2422.0,2199.0,1173.0,56697.0,241.07,239.655,-10.033,-0.001
54591.0,4544.0,2444.0,2142.0,1122.0,56735.0,242.823,241.402,-10.077,-0.001
54615.0,4595.0,2472.0,2148.0,1179.0,56778.0,244.664,243.236,-10.134,-0.001
54631.0,4630.0,2490.0,2155.0,1108.0,56815.0,246.541,245.104,-10.195,-0.001
54652.0,4675.0,2514.0,2208.0,1178.0,56857.0,248.173,246.727,-10.251,-0.001
54678.0,4733.0,2545.0,2178.0,1164.0,56899.0,249.91,248.455,-10.317,-0.001
54692.0,4763.0,2561.0,2225.0,1187.0,56937.0,251.805,250.34,-10.385,-0.001
54712.0,4806.0,2584.0,2190.0,1171.0,56977.0,253.278,251.807,-10.439,-0.001
54735.0,4859.0,2611.0,2234.0,1138.0,57019.0,254.963,253.482,-10.502,-0.001
54751.0,4894.0,2630.0,2162.0,1174.0,57057.0,256.805,255.315,-10.573,-0.001
54772.0,4940.0,2654.0,2259.0,1179.0,57097.0,258.245,256.745,-10.637,-0.001
54798.0,4999.0,2685.0,2213.0,1163.0,57139.0,259.895,258.385,-10.715,-0.001
54812.0,5029.0,2702.0,2199.0,1246.0,57177.0,261.564,260.041,-10.801,-0.001
54832.0,5072.0,2725.0,2199.0,1176.0,57217.0,262.934,261.401,-10.869,-0.001
54855.0,5124.0,2753.0,2272.0,1223.0,57259.0,264.409,262.866,-10.942,-0.001
54872.0,5162.0,2773.0,2219.0,1168.0,57297.0,266.06,264.505,-11.025,-0.001
54892.0,5207.0,2797.0,2210.0,1178.0,57335.0,267.464,265.901,-11.089,-0.001
54919.0,5267.0,2829.0,2254.0,1202.0,57378.0,269.079,267.506,-11.162,-0.001
54932.0,5297.0,2845.0,2205.0,1176.0,57415.0,270.747,269.163,-11.238,-0.001
54952.0,5340.0,2868.0,2202.0,1178.0,57457.0,272.222,270.628,-11.301,-0.001
54975.0,5392.0,2895.0,2273.0,1180.0,57499.0,273.662,272.058,-11.37,-0.001
54992.0,5429.0,2915.0,2165.0,1170.0,57537.0,275.312,273.698,-11.443,-0.001
55012.0,5474.0,2939.0,2212.0,1180.0,57577.0,276.734,275.111,-11.504,-0.001
55040.0,5535.0,2971.0,2217.0,1163.0,57619.0,278.366,276.734,-11.57,-0.001
55051.0,5561.0,2985.0,2175.0,1171.0,57657.0,280.192,278.548,-11.653,-0.001
55072.0,5605.0,3009.0,2140.0,1167.0,57697.0,281.965,280.31,-11.739,-0.001
55096.0,5656.0,3036.0,2152.0,1139.0,57739.0,284.177,282.508,-11.836,-0.001
55112.0,5691.0,3054.0,2148.0,1105.0,57777.0,286.757,285.073,-11.946,-0.001
55132.0,5733.0,3077.0,2155.0,1180.0,57817.0,288.969,287.271,-12.039,-0.001
55158.0,5790.0,3107.0,2140.0,1126.0,57859.0,291.461,289.749,-12.142,-0.001
55172.0,5820.0,3122.0,2196.0,1098.0,57897.0,294.147,292.418,-12.257,-0.001
55191.0,5861.0,3145.0,2085.0,1169.0,57935.0,296.41,294.67,-12.347,-0.001
55215.0,5912.0,3172.0,2149.0,1137.0,57978.0,298.885,297.13,-12.452,-0.001
55231.0,5947.0,3190.0,2157.0,1109.0,58015.0,301.501,299.729,-12.562,-0.001
55252.0,5991.0,3214.0,2159.0,1178.0,58057.0,303.835,302.05,-12.657,-0.001
55278.0,6048.0,3245.0,2142.0,1164.0,58099.0,306.292,304.493,-12.76,-0.001
55292.0,6078.0,3260.0,2201.0,1100.0,58137.0,309.03,307.215,-12.872,-0.001
55312.0,6120.0,3283.0,2140.0,1172.0,58177.0,311.259,309.431,-12.967,-0.001
55335.0,6172.0,3311.0,2192.0,1180.0,58219.0,313.751,311.909,-13.07,-0.001
55352.0,6208.0,3330.0,2221.0,1172.0,58257.0,316.454,314.596,-13.182,-0.001
55372.0,6253.0,3353.0,2210.0,1130.0,58297.0,318.736,316.864,-13.275,-0.001
55399.0,6312.0,3384.0,2213.0,1162.0,58339.0,321.246,319.359,-13.38,-0.001
55412.0,6341.0,3400.0,2131.0,1176.0,58377.0,323.931,322.029,-13.495,-0.001
55432.0,6384.0,3423.0,2202.0,1177.0,58415.0,326.213,324.297,-13.588,-0.001
55455.0,6435.0,3449.0,2233.0,1138.0,58458.0,328.705,326.775,-13.691,-0.001
55472.0,6473.0,3469.0,2221.0,1169.0,58497.0,331.355,329.41,-13.801,-0.001
55492.0,6519.0,3493.0,2257.0,1177.0,58535.0,333.638,331.677,-13.903,-0.001
55520.0,6580.0,3526.0,2218.0,1199.0,58578.0,336.008,334.032,-14.008,-0.001
55531.0,6607.0,3540.0,2260.0,1172.0,58617.0,338.308,336.317,-14.123,-0.001
55552.0,6653.0,3564.0,2233.0,1165.0,58656.0,340.171,338.164,-14.235,-0.001
55576.0,6706.0,3591.0,2233.0,1137.0,58698.0,341.981,339.959,-14.336,-0.001
55592.0,6742.0,3610.0,2211.0,1167.0,58735.0,344.123,342.087,-14.443,-0.001
55612.0,6785.0,3633.0,2207.0,1181.0,58777.0,346.125,344.075,-14.536,-0.001
55638.0,6844.0,3664.0,2217.0,1164.0,58819.0,348.284,346.221,-14.636,-0.001
55652.0,6875.0,3680.0,2269.0,1171.0,58857.0,350.795,348.715,-14.746,-0.001
55671.0,6918.0,3702.0,2193.0,1122.0,58897.0,352.831,350.739,-14.834,-0.001
55695.0,6970.0,3730.0,2195.0,1181.0,58938.0,355.148,353.042,-14.932,-0.001
55712.0,7008.0,3749.0,2224.0,1112.0,58977.0,357.658,355.537,-15.042,-0.001
55732.0,7051.0,3772.0,2209.0,1182.0,59017.0,359.782,357.648,-15.132,-0.001
55758.0,7109.0,3802.0,2176.0,1125.0,59059.0,362.151,360.004,-15.232,-0.001
55772.0,7140.0,3818.0,2278.0,1176.0,59097.0,364.697,362.533,-15.342,-0.001
55792.0,7183.0,3842.0,2186.0,1220.0,59137.0,366.855,364.68,-15.432,-0.001
55815.0,7235.0,3869.0,2193.0,1138.0,59179.0,369.225,367.035,-15.537,-0.001
55831.0,7271.0,3888.0,2219.0,1171.0,59217.0,371.771,369.564,-15.647,-0.001
55852.0,7316.0,3911.0,2209.0,1129.0,59255.0,373.912,371.693,-15.74,-0.001
55878.0,7375.0,3941.0,2218.0,1127.0,59298.0,376.282,374.048,-15.845,-0.001
55892.0,7404.0,3957.0,2126.0,1173.0,59337.0,378.757,376.508,-15.955,-0.001
55912.0,7448.0,3980.0,2254.0,1178.0,59375.0,380.882,378.618,-16.051,-0.001
55934.0,7499.0,4006.0,2229.0,1136.0,59418.0,383.164,380.886,-16.153,-0.001
55952.0,7536.0,4026.0,2160.0,1167.0,59455.0,385.534,383.241,-16.258,-0.001
55972.0,7582.0,4049.0,2261.0,1131.0,59497.0,387.605,385.3,-16.351,-0.001
55999.0,7642.0,4081.0,2254.0,1202.0,59539.0,389.8,387.48,-16.451,-0.001
56012.0,7671.0,4097.0,2132.0,1176.0,59577.0,392.258,389.922,-16.564,-0.001
56032.0,7710.0,4121.0,1996.0,1228.0,59617.0,394.277,391.928,-16.654,-0.001
56055.0,7752.0,4149.0,1837.0,1225.0,59659.0,396.542,394.178,-16.759,-0.001
56072.0,7783.0,4170.0,1816.0,1230.0,59697.0,398.999,396.621,-16.871,-0.001
56092.0,7820.0,4196.0,1816.0,1276.0,59737.0,401.106,398.714,-16.964,-0.001
0.0,0.0,0.0,0.0,0.0,59779.0,403.388,400.982,-17.067,-0.001
56132.0,7898.0,4244.0,1977.0,1098.0,59817.0,405.899,403.476,-17.182,-0.001
56152.0,7936.0,4265.0,1947.0,1076.0,59857.0,408.023,405.587,-17.277,-0.001
56175.0,7980.0,4290.0,1923.0,1092.0,59899.0,410.376,407.924,-17.384,-0.001
56192.0,8013.0,4309.0,1925.0,1108.0,59937.0,412.921,410.454,-17.499,-0.001
56212.0,8054.0,4332.0,2013.0,1129.0,59975.0,415.08,412.6,-17.594,-0.001
56240.0,8112.0,4362.0,2109.0,1091.0,60018.0,417.451,414.954,-17.704,-0.001
56252.0,8137.0,4376.0,2095.0,1173.0,60055.0,419.909,417.396,-17.817,-0.001
56272.0,8180.0,4399.0,2094.0,1120.0,60097.0,422.103,419.577,-17.917,-0.001
56296.0,8230.0,4424.0,2110.0,1055.0,60139.0,424.403,421.862,-18.022,-0.001
56312.0,8264.0,4441.0,2091.0,1045.0,60177.0,426.966,424.409,-18.139,-0.001
56332.0,8304.0,4461.0,2054.0,1027.0,60217.0,429.021,426.449,-18.235,-0.001
56358.0,8359.0,4489.0,2065.0,1051.0,60259.0,431.373,428.787,-18.342,-0.001
56372.0,8387.0,4503.0,2055.0,1027.0,60296.0,433.971,431.369,-18.454,-0.001
56391.0,8427.0,4524.0,2036.0,1068.0,60337.0,436.113,433.497,-18.552,-0.001
56415.0,8475.0,4549.0,2026.0,1055.0,,,,,
56432.0,8509.0,4567.0,1986.0,1051.0,,,,,
56452.0,8548.0,4587.0,2002.0,1027.0,,,,,
56478.0,8600.0,4615.0,1953.0,1051.0,,,,,
56492.0,8628.0,4630.0,2053.0,1100.0,,,,,
56512.0,8667.0,4651.0,1989.0,1071.0,,,,,
56535.0,8714.0,4676.0,1981.0,1053.0,,,,,
56552.0,8744.0,4694.0,1846.0,1108.0,,,,,
56572.0,8780.0,4717.0,1766.0,1129.0,,,,,
56598.0,8828.0,4747.0,1803.0,1127.0,,,,,
56612.0,8852.0,4764.0,1765.0,1250.0,,,,,
56632.0,8884.0,4787.0,1639.0,1178.0,,,,,
56654.0,8921.0,4814.0,1617.0,1180.0,,,,,
56672.0,8948.0,4834.0,1582.0,1172.0,,,,,
56692.0,8980.0,4855.0,1571.0,1031.0,,,,,
56719.0,9023.0,4882.0,1615.0,1014.0,,,,,
56732.0,9044.0,4896.0,1540.0,1027.0,,,,,
56752.0,9075.0,4915.0,1586.0,972.0,,,,,
56775.0,9110.0,4937.0,1531.0,962.0,,,,,
56792.0,9136.0,4953.0,1519.0,935.0,,,,,
56812.0,9168.0,4972.0,1570.0,932.0,,,,,
56840.0,9212.0,4997.0,1600.0,909.0,,,,,
56851.0,9231.0,5008.0,1587.0,919.0,,,,,
56872.0,9262.0,5026.0,1508.0,875.0,,,,,
56896.0,9299.0,5048.0,1560.0,927.0,,,,,
56912.0,9323.0,5062.0,1475.0,860.0,,,,,
56931.0,9352.0,5079.0,1490.0,873.0,,,,,
56958.0,9392.0,5102.0,1504.0,865.0,,,,,
56972.0,9413.0,5114.0,1538.0,879.0,,,,,
56992.0,9444.0,5132.0,1512.0,878.0,,,,,
57016.0,9480.0,5152.0,1518.0,843.0,,,,,
57032.0,9504.0,5165.0,1482.0,803.0,,,,,
57052.0,9534.0,5180.0,1540.0,770.0,,,,,
57078.0,9576.0,5201.0,1577.0,788.0,,,,,
57092.0,9597.0,5211.0,1541.0,734.0,,,,,
57111.0,9627.0,5225.0,1528.0,713.0,,,,,
57135.0,9662.0,5241.0,1475.0,674.0,,,,,
57151.0,9686.0,5252.0,1479.0,678.0,,,,,
57172.0,9715.0,5266.0,1424.0,687.0,,,,,
57198.0,9752.0,5284.0,1389.0,675.0,,,,,
57212.0,9772.0,5293.0,1466.0,660.0,,,,,
57232.0,9801.0,5306.0,1478.0,662.0,,,,,
57255.0,9836.0,5323.0,1475.0,716.0,,,,,
57272.0,9860.0,5334.0,1478.0,677.0,,,,,
57292.0,9889.0,5350.0,1424.0,785.0,,,,,
57319.0,9929.0,5370.0,1502.0,750.0,,,,,
57332.0,9950.0,5381.0,1541.0,807.0,,,,,
57352.0,9979.0,5396.0,1485.0,768.0,,,,,
57375.0,10013.0,5413.0,1487.0,743.0,,,,,
57392.0,10038.0,5427.0,1464.0,820.0,,,,,
57412.0,10068.0,5442.0,1471.0,736.0,,,,,
57440.0,10107.0,5461.0,1418.0,691.0,,,,,
57452.0,10123.0,5469.0,1336.0,668.0,,,,,
57472.0,10151.0,5484.0,1362.0,729.0,,,,,
57496.0,10185.0,5501.0,1433.0,716.0,,,,,
57512.0,10209.0,5513.0,1474.0,737.0,,,,,
57532.0,10238.0,5529.0,1486.0,820.0,,,,,
57558.0,10277.0,5550.0,1464.0,788.0,,,,,
57572.0,10298.0,5562.0,1541.0,881.0,,,,,
57591.0,10328.0,5578.0,1528.0,815.0,,,,,
57615.0,10367.0,5597.0,1642.0,800.0,,,,,
57631.0,10396.0,5612.0,1788.0,925.0,,,,,
57652.0,10435.0,5630.0,1917.0,885.0,,,,,
57678.0,10489.0,5658.0,2027.0,1051.0,,,,,
57692.0,10518.0,5673.0,2132.0,1103.0,,,,,
57712.0,10561.0,5696.0,2189.0,1171.0,,,,,
57735.0,10614.0,5724.0,2238.0,1182.0,,,,,
57752.0,10650.0,5743.0,2221.0,1172.0,,,,,
57772.0,10696.0,5768.0,2261.0,1229.0,,,,,
57798.0,10757.0,5801.0,2292.0,1239.0,,,,,
57812.0,10788.0,5818.0,2275.0,1248.0,,,,,
57832.0,10833.0,5842.0,2292.0,1222.0,,,,,
57855.0,10888.0,5871.0,2318.0,1222.0,,,,,
57872.0,10924.0,5891.0,2221.0,1234.0,,,,,
57892.0,10971.0,5917.0,2306.0,1276.0,,,,,
57919.0,11032.0,5949.0,2292.0,1202.0,,,,,
57932.0,11063.0,5966.0,2279.0,1250.0,,,,,
57952.0,11108.0,5990.0,2302.0,1228.0,,,,,
57975.0,11160.0,6018.0,2275.0,1225.0,,,,,
57992.0,11199.0,6040.0,2282.0,1287.0,,,,,
58012.0,11246.0,6065.0,2310.0,1229.0,,,,,
58040.0,11309.0,6099.0,2291.0,1236.0,,,,,
58051.0,11337.0,6114.0,2347.0,1257.0,,,,,
58072.0,11384.0,6139.0,2286.0,1216.0,,,,,
58096.0,11438.0,6169.0,2280.0,1266.0,,,,,
58112.0,11476.0,6189.0,2329.0,1226.0,,,,,
58132.0,11521.0,6213.0,2307.0,1230.0,,,,,
58158.0,11582.0,6246.0,2290.0,1239.0,,,,,
58172.0,11613.0,6263.0,2275.0,1248.0,,,,,
58191.0,11658.0,6288.0,2287.0,1270.0,,,,,
58215.0,11713.0,6317.0,2318.0,1222.0,,,,,
58231.0,11750.0,6337.0,2283.0,1234.0,,,,,
58252.0,11797.0,6363.0,2307.0,1276.0,,,,,
58278.0,11858.0,6396.0,2292.0,1240.0,,,,,
58292.0,11890.0,6413.0,2347.0,1247.0,,,,,
58312.0,11935.0,6437.0,2292.0,1222.0,,,,,
58335.0,11990.0,6466.0,2317.0,1221.0,,,,,
58352.0,12027.0,6486.0,2285.0,1235.0,,,,,
58372.0,12074.0,6512.0,2308.0,1277.0,,,,,
58398.0,12135.0,6545.0,2291.0,1239.0,,,,,
58412.0,12166.0,6562.0,2275.0,1248.0,,,,,
58432.0,12211.0,6586.0,2304.0,1229.0,,,,,
58454.0,12264.0,6615.0,2319.0,1268.0,,,,,
58472.0,12303.0,6634.0,2282.0,1111.0,,,,,
58492.0,12350.0,6659.0,2304.0,1225.0,,,,,
58519.0,12408.0,6690.0,2180.0,1165.0,,,,,
58532.0,12439.0,6705.0,2276.0,1101.0,,,,,
58552.0,12480.0,6725.0,2097.0,1023.0,,,,,
58575.0,12528.0,6747.0,2100.0,962.0,,,,,
58592.0,12564.0,6761.0,2106.0,819.0,,,,,
58612.0,12604.0,6777.0,1966.0,786.0,,,,,
58639.0,12651.0,6797.0,1766.0,751.0,,,,,
58652.0,12676.0,6808.0,1834.0,807.0,,,,,
58672.0,12712.0,6825.0,1843.0,870.0,,,,,
58695.0,12759.0,6847.0,2056.0,962.0,,,,,
58712.0,12793.0,6864.0,1987.0,993.0,,,,,
58732.0,12835.0,6885.0,2061.0,1030.0,,,,,
58760.0,12892.0,6914.0,2075.0,1055.0,,,,,
58772.0,12917.0,6926.0,2088.0,1002.0,,,,,
58792.0,12960.0,6949.0,2087.0,1116.0,,,,,
58816.0,13011.0,6975.0,2148.0,1095.0,,,,,
58832.0,13045.0,6993.0,2093.0,1108.0,,,,,
58852.0,13087.0,7015.0,2155.0,1129.0,,,,,
58878.0,13144.0,7045.0,2142.0,1127.0,,,,,
58892.0,13173.0,7061.0,2132.0,1177.0,,,,,
58911.0,13216.0,7083.0,2192.0,1121.0,,,,,
58935.0,13267.0,7110.0,2154.0,1140.0,,,,,
58952.0,13304.0,7130.0,2165.0,1170.0,,,,,
58972.0,13346.0,7152.0,2158.0,1130.0,,,,,
58998.0,13404.0,7183.0,2180.0,1165.0,,,,,
59012.0,13434.0,7199.0,2200.0,1173.0,,,,,
59031.0,13477.0,7222.0,2191.0,1172.0,,,,,
59055.0,13529.0,7249.0,2193.0,1138.0,,,,,
59071.0,13565.0,7268.0,2216.0,1170.0,,,,,
59092.0,13609.0,7292.0,2159.0,1178.0,,,,,
59118.0,13668.0,7323.0,2218.0,1165.0,,,,,
59132.0,13698.0,7338.0,2196.0,1098.0,,,,,
59152.0,13741.0,7361.0,2193.0,1173.0,,,,,
59175.0,13793.0,7388.0,2195.0,1139.0,,,,,
59192.0,13828.0,7407.0,2159.0,1172.0,,,,,
59212.0,13873.0,7430.0,2210.0,1129.0,,,,,
59239.0,13932.0,7460.0,2214.0,1126.0,,,,,
59252.0,13962.0,7476.0,2205.0,1176.0,,,,,
59272.0,14005.0,7498.0,2202.0,1126.0,,,,,
59295.0,14055.0,7524.0,2188.0,1138.0,,,,,
59312.0,14092.0,7542.0,2165.0,1053.0,,,,,
