_time,_left_pos,_right_pos,_left_vel,_right_vel,_obsv_time,_obsv_left_vel,_obsv_right_vel,_obsv_s,_obsv_yaw
48959.0,696.0,658.0,1846.0,1796.0,48945.0,88.0,165.0,97.0,0.0
48982.0,738.0,697.0,1857.0,1724.0,48965.0,91.0,165.0,103.0,0.0
48999.0,769.0,727.0,1830.0,1771.0,49003.0,20.0,164.0,114.0,0.0
49018.0,804.0,760.0,1826.0,1722.0,49008.0,165.0,166.0,114.0,0.0
49038.0,841.0,796.0,1842.0,1792.0,49024.0,95.0,165.0,119.0,0.0
49059.0,880.0,832.0,1847.0,1705.0,49044.0,90.0,165.0,124.0,0.0
49079.0,916.0,867.0,1796.0,1746.0,49065.0,88.0,165.0,130.0,0.0
49102.0,957.0,907.0,1814.0,1769.0,49085.0,92.0,165.0,136.0,0.0
49119.0,988.0,935.0,1829.0,1652.0,49122.0,22.0,164.0,146.0,0.0
49138.0,1022.0,968.0,1776.0,1724.0,49128.0,164.0,166.0,146.0,0.0
49158.0,1058.0,1003.0,1792.0,1742.0,49144.0,96.0,165.0,151.0,0.0
49179.0,1095.0,1039.0,1754.0,1707.0,49163.0,92.0,165.0,157.0,0.0
49199.0,1131.0,1072.0,1796.0,1646.0,49185.0,90.0,165.0,162.0,0.0
49222.0,1170.0,1111.0,1724.0,1724.0,49205.0,94.0,165.0,168.0,0.0
49239.0,1200.0,1139.0,1771.0,1653.0,49242.0,26.0,164.0,178.0,0.0
49258.0,1233.0,1171.0,1723.0,1671.0,49248.0,164.0,166.0,178.0,0.0
49278.0,1268.0,1205.0,1742.0,1692.0,49264.0,98.0,165.0,183.0,0.0
49299.0,1305.0,1240.0,1753.0,1658.0,49283.0,94.0,165.0,188.0,0.0
49319.0,1340.0,1274.0,1746.0,1696.0,49305.0,91.0,165.0,194.0,0.0
49341.0,1380.0,1312.0,1771.0,1683.0,49324.0,94.0,165.0,199.0,0.0
49358.0,1409.0,1340.0,1712.0,1652.0,49362.0,26.0,164.0,209.0,0.0
49378.0,1443.0,1372.0,1777.0,1673.0,49368.0,164.0,166.0,209.0,0.0
49398.0,1479.0,1406.0,1792.0,1692.0,49384.0,97.0,165.0,214.0,0.0
49419.0,1516.0,1442.0,1757.0,1710.0,49403.0,92.0,165.0,220.0,0.0
49439.0,1551.0,1476.0,1746.0,1696.0,49425.0,89.0,165.0,225.0,0.0
49461.0,1592.0,1514.0,1814.0,1681.0,49444.0,93.0,165.0,231.0,0.0
49478.0,1622.0,1543.0,1771.0,1712.0,49482.0,23.0,164.0,241.0,0.0
49497.0,1657.0,1576.0,1827.0,1723.0,49488.0,163.0,166.0,241.0,0.0
49517.0,1693.0,1610.0,1792.0,1692.0,49504.0,94.0,165.0,246.0,0.0
49539.0,1731.0,1647.0,1801.0,1754.0,49523.0,92.0,165.0,252.0,0.0
49559.0,1767.0,1681.0,1796.0,1696.0,49545.0,87.0,165.0,257.0,0.0
49581.0,1809.0,1720.0,1858.0,1726.0,49564.0,92.0,165.0,263.0,0.0
49598.0,1839.0,1750.0,1771.0,1771.0,49602.0,20.0,164.0,274.0,0.0
49623.0,1885.0,1792.0,1862.0,1700.0,49608.0,163.0,166.0,274.0,0.0
49640.0,1916.0,1822.0,1828.0,1768.0,49644.0,11.0,164.0,285.0,-1.0
49658.0,1950.0,1854.0,1852.0,1744.0,49649.0,163.0,166.0,285.0,-1.0
49678.0,1987.0,1889.0,1841.0,1741.0,49664.0,96.0,165.0,290.0,-1.0
49701.0,2028.0,1927.0,1816.0,1683.0,49684.0,90.0,165.0,295.0,-1.0
49718.0,2059.0,1957.0,1830.0,1771.0,49722.0,20.0,164.0,306.0,-1.0
49742.0,2105.0,2000.0,1863.0,1742.0,49727.0,163.0,166.0,306.0,-1.0
49759.0,2136.0,2030.0,1828.0,1768.0,49763.0,10.0,164.0,318.0,-1.0
49778.0,2170.0,2062.0,1859.0,1750.0,49769.0,163.0,166.0,318.0,-1.0
49798.0,2207.0,2098.0,1842.0,1792.0,49784.0,95.0,165.0,323.0,-1.0
49820.0,2249.0,2136.0,1857.0,1680.0,49803.0,88.0,165.0,328.0,-1.0
49839.0,2282.0,2168.0,1795.0,1740.0,49841.0,15.0,164.0,339.0,-1.0
49862.0,2325.0,2208.0,1847.0,1718.0,49847.0,162.0,166.0,339.0,-1.0
49879.0,2356.0,2237.0,1828.0,1710.0,49883.0,17.0,164.0,350.0,-1.0
49898.0,2391.0,2270.0,1807.0,1704.0,49889.0,162.0,166.0,350.0,-1.0
49918.0,2428.0,2304.0,1842.0,1692.0,49905.0,93.0,165.0,355.0,-1.0
49940.0,2466.0,2340.0,1801.0,1706.0,49924.0,90.0,165.0,361.0,-1.0
49960.0,2502.0,2375.0,1796.0,1746.0,49946.0,87.0,165.0,366.0,-1.0
49982.0,2542.0,2413.0,1775.0,1686.0,49965.0,90.0,165.0,372.0,-1.0
49999.0,2572.0,2441.0,1771.0,1653.0,50003.0,24.0,164.0,382.0,-1.0
50018.0,2605.0,2473.0,1722.0,1670.0,50008.0,162.0,166.0,382.0,-1.0
50038.0,2641.0,2506.0,1792.0,1642.0,50024.0,96.0,165.0,387.0,-1.0
50059.0,2677.0,2542.0,1706.0,1706.0,50044.0,92.0,165.0,393.0,-1.0
50079.0,2712.0,2575.0,1746.0,1646.0,50066.0,89.0,165.0,398.0,-1.0
50102.0,2752.0,2612.0,1768.0,1635.0,50085.0,93.0,165.0,403.0,-1.0
50119.0,2781.0,2641.0,1712.0,1712.0,50123.0,24.0,164.0,414.0,-1.0
50138.0,2815.0,2673.0,1772.0,1668.0,50128.0,162.0,166.0,414.0,-1.0
50158.0,2850.0,2707.0,1742.0,1692.0,50144.0,94.0,165.0,419.0,-1.0
50179.0,2888.0,2742.0,1800.0,1657.0,50164.0,91.0,165.0,424.0,-1.0
50199.0,2923.0,2775.0,1746.0,1647.0,50185.0,87.0,165.0,429.0,-1.0
50222.0,2962.0,2813.0,1727.0,1682.0,50205.0,92.0,165.0,435.0,-1.0
50239.0,2992.0,2842.0,1771.0,1712.0,50243.0,23.0,164.0,445.0,-1.0
50258.0,3026.0,2875.0,1775.0,1723.0,50248.0,161.0,166.0,445.0,-1.0
50278.0,3062.0,2908.0,1792.0,1642.0,50264.0,93.0,165.0,450.0,-1.0
50299.0,3100.0,2944.0,1804.0,1709.0,50284.0,91.0,165.0,455.0,-1.0
50319.0,3136.0,2978.0,1796.0,1696.0,50305.0,86.0,165.0,461.0,-1.0
50342.0,3177.0,3016.0,1812.0,1679.0,50325.0,90.0,165.0,466.0,-1.0
50359.0,3208.0,3045.0,1830.0,1712.0,50363.0,20.0,164.0,477.0,-1.0
50378.0,3243.0,3079.0,1828.0,1776.0,50368.0,161.0,166.0,477.0,-1.0
50398.0,3280.0,3113.0,1842.0,1692.0,50384.0,91.0,165.0,482.0,-1.0
50419.0,3318.0,3149.0,1802.0,1707.0,50404.0,89.0,165.0,488.0,-1.0
50439.0,3355.0,3184.0,1846.0,1746.0,50425.0,86.0,165.0,493.0,-1.0
50462.0,3397.0,3223.0,1855.0,1722.0,50445.0,88.0,165.0,499.0,-1.0
50479.0,3429.0,3252.0,1889.0,1712.0,50483.0,16.0,164.0,510.0,-1.0
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
