_time,_left_vel,_right_vel,_left_pos,_right_pos
11.0,438.0,656.0,2.0,3.0
21.0,1744.0,1527.0,16.0,16.0
31.0,2095.0,2286.0,36.0,37.0
41.0,2864.0,2675.0,64.0,63.0
51.0,3232.0,3233.0,96.0,95.0
61.0,3812.0,3559.0,132.0,129.0
71.0,4180.0,3800.0,174.0,169.0
81.0,4558.0,4364.0,218.0,212.0
91.0,4920.0,4544.0,266.0,257.0
101.0,5054.0,4550.0,313.0,300.0
111.0,5102.0,4725.0,365.0,349.0
121.0,5306.0,4927.0,419.0,398.0
131.0,5477.0,4914.0,475.0,448.0
141.0,5651.0,5263.0,528.0,497.0
151.0,5473.0,5098.0,585.0,549.0
161.0,5678.0,5302.0,643.0,602.0
171.0,5607.0,5179.0,697.0,652.0
181.0,5818.0,5174.0,757.0,705.0
190.0,6025.0,5166.0,814.0,756.0
201.0,6028.0,5129.0,875.0,810.0
211.0,6016.0,5266.0,936.0,864.0
221.0,6009.0,5257.0,994.0,915.0
231.0,6010.0,5262.0,1057.0,970.0
241.0,6028.0,5465.0,1119.0,1025.0
251.0,6217.0,5362.0,1177.0,1076.0
261.0,6002.0,5362.0,1239.0,1131.0
271.0,6002.0,5361.0,1298.0,1183.0
281.0,6022.0,5459.0,1360.0,1238.0
291.0,6001.0,5442.0,1422.0,1294.0
301.0,6003.0,5424.0,1480.0,1346.0
311.0,6000.0,5439.0,1543.0,1403.0
321.0,6013.0,5586.0,1601.0,1456.0
331.0,5994.0,5622.0,1663.0,1512.0
341.0,6229.0,5483.0,1722.0,1565.0
351.0,5992.0,5433.0,1784.0,1622.0
361.0,6221.0,5581.0,1843.0,1676.0
371.0,6177.0,5617.0,1905.0,1733.0
381.0,6222.0,5476.0,1964.0,1787.0
391.0,6172.0,5425.0,2027.0,1845.0
401.0,6211.0,5571.0,2085.0,1899.0
411.0,5972.0,5549.0,2147.0,1956.0
421.0,5959.0,5465.0,2206.0,2010.0
431.0,6116.0,5749.0,2270.0,2069.0
441.0,5989.0,5563.0,2328.0,2122.0
451.0,6156.0,5598.0,2391.0,2180.0
461.0,6197.0,5456.0,2450.0,2234.0
