_time,_left_pos,_right_pos,_left_vel,_right_vel,_obsv_time,_obsv_left_vel,_obsv_right_vel,_obsv_s,_obsv_yaw
37460.0,3011.0,3042.0,3207.0,3207.0,37452.0,303.0,303.0,455.0,0.0
37479.0,3072.0,3105.0,3169.0,3273.0,37466.0,304.0,304.0,462.0,0.0
37505.0,3155.0,3188.0,3206.0,3206.0,37484.0,304.0,304.0,471.0,0.0
37520.0,3202.0,3235.0,3176.0,3176.0,37511.0,303.0,303.0,484.0,0.0
37539.0,3263.0,3296.0,3197.0,3198.0,37525.0,304.0,304.0,491.0,0.0
37566.0,3350.0,3384.0,3219.0,3256.0,37545.0,304.0,304.0,500.0,0.0
37580.0,3394.0,3428.0,3204.0,3205.0,37571.0,303.0,303.0,514.0,0.0
37599.0,3456.0,3489.0,3218.0,3167.0,37586.0,304.0,304.0,520.0,0.0
37625.0,3539.0,3572.0,3207.0,3207.0,37604.0,304.0,304.0,530.0,0.0
37640.0,3587.0,3619.0,3232.0,3164.0,37631.0,303.0,303.0,542.0,0.0
37659.0,3648.0,3680.0,3199.0,3199.0,37645.0,304.0,304.0,550.0,0.0
37686.0,3735.0,3766.0,3217.0,3180.0,37665.0,304.0,304.0,559.0,0.0
37700.0,3779.0,3810.0,3211.0,3211.0,37691.0,303.0,303.0,572.0,0.0
37719.0,3841.0,3873.0,3225.0,3277.0,37706.0,304.0,304.0,579.0,0.0
37745.0,3924.0,3955.0,3208.0,3169.0,37724.0,304.0,304.0,589.0,0.0
37760.0,3971.0,4002.0,3174.0,3174.0,37751.0,303.0,303.0,601.0,0.0
37779.0,4032.0,4064.0,3199.0,3252.0,37765.0,304.0,304.0,608.0,0.0
37806.0,4118.0,4151.0,3181.0,3218.0,37785.0,304.0,304.0,618.0,0.0
37819.0,4162.0,4195.0,3199.0,3199.0,37811.0,303.0,303.0,631.0,0.0
37839.0,4224.0,4257.0,3224.0,3224.0,37826.0,304.0,304.0,638.0,0.0
37865.0,4307.0,4340.0,3204.0,3203.0,37844.0,304.0,304.0,647.0,0.0
37879.0,4354.0,4388.0,3177.0,3244.0,37871.0,303.0,303.0,660.0,0.0
37899.0,4418.0,4453.0,3204.0,3254.0,37884.0,304.0,304.0,667.0,0.0
37926.0,4506.0,4540.0,3257.0,3220.0,37906.0,304.0,304.0,677.0,0.0
37940.0,4550.0,4584.0,3211.0,3211.0,37931.0,303.0,303.0,690.0,0.0
37959.0,4611.0,4646.0,3164.0,3215.0,37946.0,304.0,304.0,697.0,0.0
37985.0,4695.0,4730.0,3246.0,3246.0,37964.0,304.0,304.0,706.0,0.0
38000.0,4742.0,4777.0,3172.0,3172.0,37991.0,303.0,303.0,719.0,0.0
38019.0,4804.0,4839.0,3251.0,3251.0,38005.0,304.0,304.0,726.0,0.0
38045.0,4890.0,4924.0,3265.0,3227.0,38025.0,304.0,304.0,736.0,0.0
38059.0,4934.0,4968.0,3202.0,3202.0,38051.0,303.0,303.0,749.0,0.0
38079.0,4999.0,5033.0,3227.0,3227.0,38065.0,304.0,304.0,756.0,0.0
38105.0,5083.0,5115.0,3245.0,3168.0,38084.0,304.0,304.0,766.0,0.0
38120.0,5132.0,5163.0,3304.0,3236.0,38111.0,303.0,303.0,778.0,0.0
38139.0,5194.0,5224.0,3251.0,3199.0,38125.0,304.0,304.0,786.0,0.0
38166.0,5282.0,5311.0,3254.0,3217.0,38145.0,304.0,304.0,795.0,0.0
38180.0,5326.0,5355.0,3210.0,3211.0,38171.0,303.0,303.0,808.0,0.0
38199.0,5388.0,5417.0,3223.0,3223.0,38186.0,304.0,304.0,815.0,0.0
38225.0,5472.0,5501.0,3248.0,3248.0,38204.0,304.0,304.0,825.0,0.0
38240.0,5520.0,5549.0,3240.0,3240.0,38231.0,303.0,303.0,837.0,0.0
38259.0,5581.0,5611.0,3198.0,3251.0,38245.0,304.0,304.0,845.0,0.0
38286.0,5669.0,5699.0,3254.0,3254.0,38265.0,304.0,304.0,854.0,0.0
38300.0,5714.0,5743.0,3279.0,3207.0,38291.0,303.0,303.0,868.0,0.0
38319.0,5775.0,5806.0,3173.0,3277.0,38306.0,304.0,304.0,874.0,0.0
38345.0,5860.0,5890.0,3280.0,3242.0,38324.0,304.0,304.0,884.0,0.0
38359.0,5909.0,5938.0,3305.0,3237.0,38351.0,303.0,303.0,897.0,0.0
38379.0,5974.0,6004.0,3252.0,3302.0,38365.0,304.0,304.0,904.0,0.0
38406.0,6062.0,6092.0,3258.0,3258.0,38386.0,304.0,304.0,914.0,0.0
38420.0,6107.0,6137.0,3269.0,3269.0,38412.0,303.0,303.0,928.0,0.0
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,0.0,,,,,
