_time,_left_pos,_right_pos,_left_vel,_right_vel,_obsv_time,_obsv_left_vel,_obsv_right_vel,_obsv_s,_obsv_yaw
36439.0,0.0,0.0,0.0,0.0,36431.0,0.0,0.0,0.0,0.0
36459.0,12.0,13.0,599.0,649.0,36444.0,305.0,305.0,0.0,0.0
36487.0,54.0,57.0,1547.0,1620.0,36466.0,305.0,305.0,1.0,0.0
36500.0,80.0,85.0,1894.0,2040.0,36492.0,304.0,304.0,8.0,0.0
36519.0,116.0,125.0,1956.0,2174.0,36506.0,305.0,305.0,12.0,0.0
36545.0,178.0,184.0,2395.0,2279.0,36524.0,304.0,304.0,18.0,0.0
36559.0,216.0,221.0,2561.0,2493.0,36551.0,304.0,304.0,27.0,0.0
36579.0,267.0,270.0,2557.0,2456.0,36564.0,304.0,304.0,33.0,0.0
36606.0,337.0,342.0,2590.0,2664.0,36586.0,304.0,304.0,41.0,0.0
36620.0,374.0,380.0,2695.0,2768.0,36612.0,304.0,304.0,51.0,0.0
36639.0,426.0,433.0,2705.0,2757.0,36626.0,304.0,304.0,57.0,0.0
36665.0,499.0,507.0,2819.0,2857.0,36644.0,304.0,304.0,65.0,0.0
36680.0,542.0,550.0,2901.0,2901.0,36671.0,304.0,304.0,76.0,0.0
36699.0,599.0,607.0,2987.0,2987.0,36685.0,304.0,304.0,83.0,0.0
36726.0,681.0,689.0,3032.0,3032.0,36705.0,304.0,304.0,92.0,0.0
36740.0,723.0,732.0,3055.0,3129.0,36731.0,303.0,303.0,104.0,0.0
36759.0,782.0,791.0,3066.0,3065.0,36746.0,304.0,304.0,111.0,0.0
0.0,0.0,0.0,0.0,0.0,36764.0,304.0,304.0,120.0,0.0
36800.0,909.0,918.0,3108.0,3108.0,36791.0,303.0,303.0,132.0,0.0
36819.0,969.0,978.0,3142.0,3143.0,36805.0,304.0,304.0,139.0,0.0
36846.0,1054.0,1064.0,3146.0,3183.0,36825.0,304.0,304.0,148.0,0.0
36860.0,1098.0,1107.0,3210.0,3137.0,36851.0,303.0,303.0,161.0,0.0
36879.0,1158.0,1169.0,3109.0,3212.0,36866.0,304.0,304.0,168.0,0.0
36905.0,1239.0,1252.0,3133.0,3211.0,36884.0,304.0,304.0,177.0,0.0
36920.0,1286.0,1299.0,3177.0,3176.0,36911.0,303.0,303.0,190.0,0.0
36939.0,1349.0,1364.0,3158.0,3258.0,36925.0,304.0,304.0,197.0,0.0
36967.0,1435.0,1451.0,3179.0,3216.0,36946.0,304.0,304.0,207.0,0.0
36980.0,1478.0,1496.0,3136.0,3282.0,36972.0,303.0,303.0,220.0,0.0
36999.0,1537.0,1555.0,3208.0,3208.0,36986.0,304.0,304.0,227.0,0.0
37024.0,1619.0,1639.0,3171.0,3249.0,37004.0,304.0,304.0,236.0,0.0
37039.0,1666.0,1688.0,3170.0,3304.0,37031.0,303.0,303.0,248.0,0.0
37059.0,1730.0,1752.0,3206.0,3206.0,37044.0,304.0,304.0,256.0,0.0
37086.0,1816.0,1839.0,3182.0,3219.0,37065.0,304.0,304.0,265.0,0.0
37100.0,1860.0,1884.0,3201.0,3274.0,37091.0,303.0,303.0,279.0,0.0
37119.0,1922.0,1946.0,3225.0,3225.0,37106.0,304.0,304.0,285.0,0.0
37145.0,2005.0,2030.0,3206.0,3244.0,37124.0,304.0,304.0,295.0,0.0
37160.0,2052.0,2077.0,3180.0,3179.0,37151.0,303.0,303.0,308.0,0.0
37179.0,2113.0,2138.0,3198.0,3198.0,37165.0,304.0,304.0,315.0,0.0
37206.0,2200.0,2224.0,3220.0,3183.0,37185.0,304.0,304.0,324.0,0.0
37220.0,2244.0,2268.0,3204.0,3205.0,37211.0,303.0,303.0,337.0,0.0
37239.0,2305.0,2330.0,3167.0,3218.0,37226.0,304.0,304.0,344.0,0.0
37265.0,2388.0,2413.0,3207.0,3207.0,37244.0,304.0,304.0,353.0,0.0
37280.0,2436.0,2461.0,3239.0,3238.0,37271.0,303.0,303.0,366.0,0.0
37299.0,2496.0,2522.0,3146.0,3199.0,37285.0,304.0,304.0,373.0,0.0
37326.0,2582.0,2609.0,3179.0,3216.0,37305.0,304.0,304.0,383.0,0.0
37340.0,2626.0,2652.0,3211.0,3138.0,37331.0,303.0,303.0,396.0,0.0
37359.0,2687.0,2714.0,3168.0,3220.0,37346.0,304.0,304.0,403.0,0.0
37385.0,2770.0,2798.0,3210.0,3249.0,37364.0,304.0,304.0,412.0,0.0
37399.0,2817.0,2846.0,3176.0,3243.0,37391.0,303.0,303.0,425.0,0.0
37419.0,2880.0,2910.0,3156.0,3206.0,37404.0,304.0,304.0,432.0,0.0
37446.0,2967.0,2998.0,3219.0,3256.0,37426.0,304.0,304.0,442.0,0.0
