_time,_left_vel,_right_vel,_left_pos,_right_pos
11.0,218.0,217.0,1.0,1.0
21.0,380.0,380.0,4.0,4.0
31.0,569.0,379.0,10.0,9.0
41.0,650.0,651.0,17.0,16.0
51.0,866.0,649.0,26.0,23.0
61.0,1125.0,900.0,35.0,32.0
71.0,1135.0,946.0,45.0,41.0
81.0,1077.0,860.0,55.0,51.0
91.0,1077.0,1078.0,66.0,61.0
101.0,1134.0,1135.0,77.0,72.0
111.0,1129.0,1129.0,89.0,83.0
121.0,1166.0,972.0,100.0,93.0
131.0,1317.0,1129.0,113.0,105.0
140.0,1293.0,1078.0,124.0,115.0
151.0,1073.0,1074.0,136.0,127.0
161.0,1287.0,1074.0,149.0,139.0
171.0,1288.0,1288.0,161.0,151.0
181.0,1131.0,1129.0,173.0,162.0
191.0,1313.0,1125.0,186.0,174.0
201.0,1355.0,1354.0,198.0,186.0
211.0,1310.0,1311.0,211.0,198.0
221.0,1286.0,1286.0,223.0,209.0
231.0,1309.0,1123.0,236.0,221.0
241.0,1492.0,1244.0,248.0,233.0
251.0,1308.0,1309.0,261.0,245.0
261.0,1285.0,1072.0,273.0,256.0
271.0,1308.0,1122.0,286.0,268.0
281.0,1242.0,1243.0,298.0,280.0
291.0,1307.0,1121.0,311.0,292.0
301.0,1284.0,1285.0,323.0,304.0
311.0,1120.0,1121.0,335.0,316.0
321.0,1240.0,993.0,348.0,327.0
331.0,1306.0,1306.0,361.0,340.0
341.0,1282.0,1069.0,373.0,351.0
351.0,1305.0,1119.0,386.0,363.0
361.0,1239.0,1239.0,398.0,375.0
371.0,1305.0,1119.0,411.0,387.0
381.0,1280.0,1281.0,423.0,399.0
391.0,1117.0,1304.0,436.0,411.0
401.0,1153.0,1346.0,448.0,423.0
411.0,1274.0,1275.0,461.0,434.0
421.0,1323.0,1323.0,474.0,447.0
431.0,1273.0,1274.0,486.0,458.0
441.0,1272.0,1273.0,499.0,471.0
451.0,1272.0,1272.0,511.0,482.0
461.0,1304.0,1119.0,524.0,494.0
471.0,1271.0,1271.0,536.0,506.0
481.0,1231.0,1479.0,548.0,518.0
491.0,1300.0,1300.0,562.0,530.0
501.0,1274.0,1275.0,574.0,542.0
511.0,1298.0,1299.0,587.0,554.0
521.0,1340.0,1339.0,599.0,566.0
531.0,1267.0,1268.0,611.0,577.0
541.0,1115.0,1301.0,624.0,590.0
551.0,1478.0,1268.0,637.0,601.0
561.0,1226.0,1225.0,649.0,613.0
571.0,1294.0,1295.0,662.0,626.0
581.0,1267.0,1268.0,674.0,637.0
591.0,1262.0,1263.0,686.0,649.0
601.0,1051.0,1262.0,699.0,661.0
611.0,1261.0,1262.0,712.0,673.0
621.0,1265.0,1055.0,724.0,684.0
631.0,1290.0,1106.0,737.0,697.0
641.0,1331.0,1141.0,750.0,709.0
651.0,1258.0,1048.0,762.0,720.0
661.0,1262.0,1051.0,774.0,732.0
671.0,1256.0,1047.0,787.0,744.0
681.0,1254.0,1046.0,800.0,756.0
691.0,1101.0,1102.0,812.0,768.0
701.0,1258.0,1049.0,825.0,780.0
711.0,1253.0,1253.0,837.0,792.0
721.0,1454.0,1212.0,850.0,804.0
731.0,1253.0,1044.0,862.0,815.0
741.0,1102.0,1102.0,875.0,828.0
751.0,1251.0,1252.0,888.0,840.0
761.0,1134.0,1323.0,900.0,852.0
771.0,1250.0,1042.0,913.0,863.0
781.0,1463.0,1046.0,926.0,875.0
791.0,1250.0,1250.0,938.0,887.0
801.0,1249.0,1250.0,951.0,900.0
811.0,1280.0,1281.0,964.0,912.0
821.0,1253.0,1045.0,976.0,923.0
831.0,1248.0,1249.0,989.0,935.0
841.0,1320.0,1131.0,1001.0,947.0
851.0,1236.0,1236.0,1014.0,959.0
861.0,1250.0,1250.0,1026.0,971.0
871.0,1244.0,1245.0,1039.0,983.0
881.0,1443.0,962.0,1052.0,994.0
891.0,1244.0,1037.0,1064.0,1006.0
901.0,1248.0,1040.0,1077.0,1018.0
911.0,1242.0,1243.0,1089.0,1030.0
921.0,1196.0,1196.0,1102.0,1042.0
931.0,1238.0,1238.0,1115.0,1054.0
941.0,1241.0,1241.0,1127.0,1066.0
951.0,1236.0,1237.0,1140.0,1078.0
961.0,1193.0,1193.0,1153.0,1090.0
971.0,1441.0,1235.0,1166.0,1102.0
981.0,1239.0,1240.0,1178.0,1114.0
991.0,1234.0,1235.0,1191.0,1126.0
1001.0,1430.0,1192.0,1204.0,1138.0
1011.0,1440.0,1235.0,1217.0,1150.0
1021.0,1444.0,1239.0,1230.0,1162.0
1031.0,1233.0,1234.0,1242.0,1174.0
1041.0,1303.0,1304.0,1255.0,1186.0
1051.0,1265.0,1265.0,1268.0,1198.0
1061.0,1433.0,1195.0,1280.0,1209.0
1071.0,1232.0,1232.0,1292.0,1221.0
1081.0,1183.0,1184.0,1305.0,1233.0
1091.0,1227.0,1228.0,1318.0,1246.0
1101.0,1232.0,1232.0,1331.0,1258.0
1111.0,1227.0,1227.0,1344.0,1270.0
1121.0,1299.0,1300.0,1357.0,1282.0
1131.0,1431.0,1227.0,1369.0,1293.0
1141.0,1436.0,1026.0,1382.0,1305.0
1151.0,1226.0,1022.0,1394.0,1317.0
1161.0,1299.0,1299.0,1407.0,1330.0
1171.0,1259.0,1259.0,1420.0,1342.0
1181.0,1187.0,1187.0,1432.0,1353.0
1191.0,1224.0,1225.0,1445.0,1365.0
1201.0,1180.0,1181.0,1458.0,1377.0
1211.0,1225.0,1226.0,1471.0,1390.0
1221.0,1185.0,1186.0,1483.0,1401.0
1231.0,1224.0,1225.0,1496.0,1413.0
1241.0,1415.0,1180.0,1509.0,1425.0
1251.0,1428.0,1020.0,1522.0,1437.0
1261.0,1228.0,1229.0,1534.0,1450.0
1271.0,1257.0,1257.0,1547.0,1462.0
1281.0,1267.0,1267.0,1559.0,1473.0
1291.0,1223.0,1223.0,1572.0,1485.0
1301.0,1227.0,1228.0,1585.0,1498.0
1311.0,1223.0,1223.0,1598.0,1510.0
1321.0,1266.0,1266.0,1610.0,1521.0
1331.0,1222.0,1223.0,1623.0,1533.0
1341.0,1226.0,1023.0,1636.0,1545.0
1351.0,1425.0,1019.0,1649.0,1557.0
1361.0,1294.0,1295.0,1662.0,1570.0
1371.0,1425.0,1222.0,1674.0,1581.0
1381.0,1225.0,1226.0,1687.0,1593.0
1391.0,1221.0,1222.0,1700.0,1605.0
1401.0,1294.0,1294.0,1713.0,1618.0
1411.0,1424.0,1221.0,1725.0,1629.0
1421.0,1429.0,1225.0,1738.0,1641.0
1431.0,1220.0,1221.0,1750.0,1653.0
1441.0,1263.0,1053.0,1763.0,1664.0
1451.0,1423.0,1017.0,1776.0,1676.0
1461.0,1427.0,1225.0,1789.0,1689.0
1471.0,1423.0,1220.0,1802.0,1701.0
1481.0,1262.0,1053.0,1814.0,1712.0
1491.0,1219.0,1016.0,1826.0,1724.0
1501.0,1223.0,1224.0,1840.0,1737.0
1511.0,1252.0,1253.0,1853.0,1749.0
1521.0,1471.0,1051.0,1865.0,1760.0
1531.0,1421.0,1016.0,1878.0,1772.0
1541.0,1413.0,1178.0,1890.0,1784.0
1551.0,1421.0,1218.0,1903.0,1796.0
1561.0,1407.0,1173.0,1916.0,1808.0
1571.0,1420.0,1015.0,1929.0,1820.0
1581.0,1412.0,942.0,1941.0,1831.0
