_time,_left_vel,_right_vel,_left_pos,_right_pos
11.0,1.625376,1.625376,0.008726645,0.008726645
21.0,3.693037,3.696165,0.03926991,0.03926991
31.0,4.851731,4.853529,0.08726645,0.08726645
41.0,6.646341,6.646341,0.148353,0.148353
51.0,7.359601,8.281297,0.2181662,0.2181662
61.0,8.006098,8.007566,0.3010693,0.296706
71.0,8.82614,8.023765,0.3883358,0.3796091
81.0,9.069643,9.069643,0.4799655,0.4712389
91.0,9.594994,9.594994,0.5759587,0.5628686
101.0,10.00137,9.099735,0.6719518,0.6588618
111.0,10.00971,9.099735,0.7723082,0.7548549
121.0,10.69039,10.6924,0.8770279,0.8595747
131.0,10.37367,10.37367,0.9817477,0.9599311
141.0,9.968132,9.972274,1.086468,1.064651
151.0,11.14921,10.34906,1.195551,1.169371
161.0,10.29969,11.2288,1.295907,1.269727
171.0,10.85179,9.947473,1.409353,1.374447
181.0,10.83607,9.935118,1.518436,1.48353
191.0,11.71967,10.8271,1.631883,1.592613
201.0,10.60247,10.59851,1.740966,1.701696
211.0,11.65944,10.76699,1.850049,1.806416
221.0,11.65465,10.76256,1.963495,1.915499
231.0,11.65944,10.76699,2.076942,2.024582
241.0,11.09319,10.1623,2.181662,2.129302
251.0,11.60933,10.71631,2.299471,2.242748
262.0,10.6966,11.59272,2.412918,2.356194
271.0,11.55965,11.55965,2.522001,2.460914
281.0,11.29976,11.29767,2.639811,2.574361
291.0,11.56201,10.67262,2.748893,2.67908
301.0,11.29331,11.29862,2.857977,2.7838
311.0,11.51974,10.63361,2.975786,2.897247
321.0,10.98382,10.98613,3.084869,3.00633
332.0,11.5174,10.58845,3.202679,3.119776
341.0,11.17238,11.18279,3.311762,3.228859
351.0,11.43152,11.43613,3.425209,3.337942
361.0,11.80504,10.89923,3.538655,3.447025
371.0,10.53519,11.41312,3.647738,3.556108
381.0,11.11803,11.12577,3.761184,3.665191
392.0,11.33331,10.49296,3.878994,3.778638
402.0,10.82934,10.82934,3.992441,3.887721
412.0,11.35827,11.356,4.105887,3.996804
422.0,11.06421,10.06069,4.219334,4.105887
432.0,11.3401,11.3401,4.33278,4.219334
442.0,11.70999,10.80922,4.446226,4.328416
452.0,11.33331,10.46151,4.559673,4.4375
462.0,11.03369,11.0413,4.673119,4.546583
472.0,11.31748,11.31748,4.786565,4.660029
482.0,10.78695,10.78695,4.900012,4.769112
491.0,11.30845,11.30845,5.009095,4.873832
501.0,11.01344,11.02102,5.122541,4.982915
511.0,11.29944,11.29944,5.235988,5.091998
521.0,11.66184,11.66664,5.349434,5.205444
531.0,11.2882,11.2882,5.462881,5.314528
542.0,10.98571,10.99325,5.58069,5.427974
552.0,10.40952,11.27922,5.689773,5.537057
562.0,11.63792,10.7449,5.807583,5.64614
571.0,11.26578,10.39918,5.916666,5.75086
581.0,10.96312,10.97064,6.030113,5.864306
591.0,11.25907,11.25907,6.143559,5.977753
601.0,11.62123,11.61647,6.261369,6.086836
612.0,11.24791,11.24791,6.374815,6.195919
