_time,_left_vel,_right_vel,_left_pos,_right_pos
10.0,1.855154,2.78214,0.008726645,0.01308997
20.0,5.547772,5.546597,0.06108652,0.06544985
30.0,8.898138,8.089216,0.1396263,0.1439897
40.0,11.01617,11.03707,0.2399828,0.2443461
50.0,12.91163,12.91163,0.3665192,0.3752458
60.0,14.04592,14.05923,0.5061455,0.5148721
70.0,16.04458,16.04458,0.6632251,0.6675884
80.0,17.2895,16.39662,0.8290314,0.8290314
90.0,17.30032,16.38978,0.999201,0.9948377
100.0,18.93875,17.29517,1.186824,1.173734
110.0,19.11343,19.11742,1.37881,1.361357
120.0,19.06571,18.17673,1.570796,1.544616
130.0,19.97775,18.16159,1.771509,1.732239
140.0,21.34859,18.88174,1.980949,1.928589
150.0,20.7019,19.10944,2.190388,2.124938
160.0,20.80357,19.89907,2.399828,2.325651
170.0,21.46679,19.86941,2.613631,2.522001
180.0,21.4942,20.56408,2.818707,2.713987
190.0,21.63631,19.8538,3.036873,2.919063
200.0,21.5828,20.70058,3.259402,3.124139
210.0,21.53398,19.76794,3.477569,3.329216
220.0,22.2808,20.41538,3.691371,3.525565
230.0,22.42201,20.62825,3.918264,3.735005
240.0,22.34393,20.548,4.145157,3.944444
250.0,22.33478,20.548,4.35896,4.140794
260.0,22.65401,20.22304,4.590216,4.350233
270.0,23.12401,20.45586,4.808382,4.550946
280.0,22.22104,20.46003,5.039638,4.760386
290.0,22.23916,20.46003,5.257804,4.956735
300.0,22.56613,20.13717,5.493424,5.166174
310.0,22.15785,20.38522,5.71159,5.366888
320.0,22.49663,20.46107,5.934119,5.5676
330.0,23.02078,20.28632,6.169739,5.77704
340.0,22.73512,20.01107,6.392268,5.977753
350.0,21.97926,20.22092,6.614798,6.178465
360.0,22.30323,20.28981,6.841691,6.383542
371.0,22.84002,21.07461,7.07731,6.597344
380.0,23.56593,19.93626,7.304203,6.798058
390.0,22.66209,20.04723,7.526732,6.99877
401.0,22.93861,20.95832,7.757988,7.20821
410.0,22.71199,20.09138,7.980518,7.408923
420.0,22.54714,19.83739,8.207411,7.609635
430.0,22.68928,20.06727,8.434303,7.814712
440.0,22.10295,20.10285,8.656833,8.015425
450.0,21.79047,20.05124,8.883726,8.220501
461.0,21.60061,20.69205,9.110619,8.42994
471.0,21.77307,20.03122,9.337511,8.630653
481.0,23.04925,20.05664,9.568768,8.83573
491.0,22.6124,20.00327,9.79566,9.040806
500.0,22.8882,20.80746,10.00946,9.232792
510.0,22.59888,20.86051,10.23636,9.437868
520.0,23.0017,20.01524,10.46761,9.642944
530.0,23.44939,20.83975,10.6945,9.848021
540.0,22.39899,20.61554,10.9214,10.0531
550.0,22.55396,19.95554,11.14829,10.25817
561.0,21.9463,20.96312,11.37955,10.46761
571.0,22.53604,19.93572,11.60644,10.66833
580.0,22.52261,19.92385,11.82024,10.86031
590.0,22.51367,19.91594,12.0515,11.06539
601.0,22.9072,19.9284,12.28275,11.27483
611.0,22.4869,20.76125,12.50965,11.4799
621.0,23.21391,20.53539,12.7409,11.68498
630.0,22.47353,20.7448,12.95471,11.88133
645.0,23.56237,19.28777,13.30377,12.1824
651.0,22.28538,20.74115,13.43031,12.30021
660.0,22.07577,20.17388,13.63538,12.48347
670.0,22.26658,20.4067,13.85791,12.68418
