_time,_right_vel
11.0,2.781549
21.0,7.534105
31.0,9.707059
41.0,11.95935
51.0,14.7192
61.0,16.95729
71.0,17.36191
81.0,18.39715
91.0,20.00056
101.0,20.57783
111.0,19.97493
121.0,20.88583
131.0,21.5453
141.0,22.16135
151.0,22.65955
161.0,22.60321
171.0,22.60321
181.0,23.05864
191.0,22.55647
201.0,22.48672
211.0,23.35249
221.0,22.85006
231.0,22.88594
241.0,22.73102
251.0,23.21867
261.0,23.05221
271.0,23.12873
281.0,22.64523
291.0,24.02319
301.0,23.85834
311.0,23.0348
321.0,23.53023
331.0,23.70417
342.0,23.96552
351.0,23.74717
361.0,23.31701
371.0,24.5821
391.0,23.60443
401.0,24.17912
411.0,24.45907
421.0,24.34085
431.0,24.41996
441.0,23.89771
451.0,24.40532
461.0,24.29567
471.0,24.38584
481.0,25.07657
491.0,24.36153
501.0,24.25566
511.0,24.33726
522.0,24.01278
532.0,24.31304
542.0,25.08687
551.0,24.28405
561.0,24.9618
571.0,25.13635
581.0,24.15619
592.0,25.10144
602.0,23.90862
611.0,24.22146
621.0,24.11663
642.0,25.60385
646.0,23.98748
652.0,24.08181
661.0,24.01653
671.0,23.57674
681.0,24.97027
691.0,23.48485
701.0,24.13895
711.0,24.84389
721.0,24.65154
731.0,24.6877
741.0,24.30526
751.0,23.68401
761.0,23.97869
771.0,24.77798
781.0,23.85229
791.0,24.52836
801.0,23.58553
811.0,24.45707
821.0,24.17645
831.0,25.33134
841.0,24.3862
851.0,24.36602
861.0,24.49929
871.0,24.27565
881.0,24.24068
891.0,24.22573
901.0,24.06585
911.0,25.00472
921.0,23.74176
931.0,24.0772
942.0,25.0209
951.0,24.01829
961.0,23.62996
971.0,23.9548
981.0,24.7136
992.0,23.91105
1001.0,24.39882
1011.0,24.6416
1021.0,23.6199
1031.0,24.592
1041.0,24.29693
1051.0,24.47377
1061.0,24.37106
1071.0,24.46397
1081.0,24.14567
1091.0,24.4395
1101.0,24.31573
1111.0,24.41508
1121.0,24.09566
1132.0,24.38584
1142.0,23.37655
1152.0,24.37124
1162.0,25.04203
1171.0,24.32273
1181.0,24.2357
1191.0,24.31304
1201.0,23.98528
1211.0,24.29371
1222.0,24.18594
1232.0,24.2744
1242.0,23.94142
1251.0,24.25512
1261.0,25.03033
1271.0,24.23107
1282.0,24.87642
1311.0,23.67083
1321.0,24.9937
1331.0,23.58113
1341.0,24.25462
1351.0,24.95969
1361.0,25.04871
1371.0,24.84389
1381.0,24.60319
1391.0,24.6877
1401.0,24.61549
1411.0,24.80525
1421.0,23.54989
1431.0,23.64945
1441.0,24.54881
1451.0,24.53858
1461.0,24.23483
1471.0,23.58063
1481.0,23.54148
1491.0,24.43171
1501.0,25.3634
1511.0,23.83027
1521.0,24.34588
1531.0,24.32075
1541.0,23.93999
1551.0,24.19588
1561.0,23.85463
1571.0,24.10183
1581.0,24.27665
1591.0,24.98426
1602.0,24.02809
1611.0,24.03299
1622.0,24.98855
1631.0,24.85718
1641.0,24.5648
1651.0,23.91105
1661.0,24.49267
1671.0,24.6416
1681.0,24.3591
1691.0,23.71371
1701.0,24.46215
1711.0,24.57221
1721.0,24.1847
1731.0,24.46397
1741.0,24.36602
1751.0,24.44439
1761.0,24.12342
1771.0,24.41996
1781.0,24.31071
1791.0,24.38584
1802.0,25.07081
1811.0,24.37124
1821.0,24.25066
1832.0,23.47275
1842.0,24.0238
1851.0,24.31788
1861.0,24.21079
1871.0,24.29854
1881.0,23.9743
1891.0,24.2744
1902.0,24.1661
1912.0,24.25031
1922.0,24.92188
1931.0,25.10144
1941.0,25.00983
1952.0,24.21186
1971.0,23.55081
1981.0,24.91745
1991.0,24.40337
2001.0,24.3489
2011.0,24.97027
2021.0,24.66972
2031.0,24.81772
2041.0,24.20035
2051.0,24.69288
2061.0,24.41762
2071.0,23.69885
2081.0,24.56929
2091.0,24.58467
2101.0,24.29938
2111.0,24.53858
2121.0,24.51815
2131.0,24.49267
2141.0,24.1881
2151.0,24.46723
2161.0,24.4064
2171.0,24.41146
2181.0,24.48096
2191.0,24.3308
2201.0,24.2357
2211.0,25.14366
2221.0,24.10163
2231.0,24.16114
2241.0,24.0969
2251.0,24.09197
2261.0,24.18694
2271.0,24.03789
2282.0,24.00361
2291.0,24.88756
2302.0,24.12008
2311.0,24.81175
2321.0,24.43868
2332.0,24.84454
2341.0,24.52326
2351.0,24.61677
2361.0,24.29693
2371.0,23.68987
2381.0,24.30069
2391.0,24.46887
2401.0,24.16238
2411.0,24.44439
2421.0,24.3308
2431.0,23.54782
2441.0,24.11231
2451.0,25.05671
2461.0,24.29567
2471.0,24.37611
2481.0,24.05692
2491.0,24.35181
2501.0,24.2357
