_time,_left_vel
10.0,1.854366
20.0,5.550125
30.0,8.086218
40.0,11.03475
50.0,12.10689
60.0,14.03529
70.0,15.24796
80.0,15.48247
90.0,16.3932
100.0,17.29843
110.0,17.58438
120.0,18.15404
130.0,19.08159
140.0,18.88529
150.0,19.11293
160.0,19.8867
170.0,19.8867
180.0,19.91428
190.0,20.74766
200.0,19.76387
210.0,20.54072
220.0,20.39803
230.0,20.62825
240.0,20.64013
250.0,20.53959
261.0,20.21554
270.0,20.45586
280.0,20.56716
290.0,20.46003
300.0,20.19207
310.0,20.38936
320.0,19.43346
331.0,20.20871
340.0,20.92067
350.0,20.21685
360.0,20.26625
370.0,20.18026
380.0,20.84246
391.0,20.10345
401.0,20.12139
411.0,20.08736
421.0,19.83329
431.0,20.06727
441.0,20.07972
451.0,20.04322
460.0,19.81433
470.0,20.02323
480.0,20.04743
490.0,20.01125
500.0,20.65797
510.0,20.86051
520.0,19.9969
530.0,20.83975
541.0,20.6113
551.0,20.81904
561.0,19.94662
570.0,19.93572
580.0,19.67878
590.0,20.78185
601.0,19.90567
610.0,19.92385
620.0,21.42823
630.0,20.74891
640.0,20.35432
650.0,20.04869
660.0,20.11907
670.0,20.39803
680.0,20.08985
690.0,20.2418
700.0,20.82931
710.0,20.17442
720.0,20.99068
730.0,20.10327
740.0,20.06854
750.0,20.0445
760.0,20.92067
770.0,20.78534
780.0,20.67926
790.0,20.90323
800.0,20.84679
810.0,19.93626
820.0,21.01287
830.0,20.8122
840.0,19.8538
850.0,20.73909
860.0,20.52012
870.0,20.70058
880.0,20.62401
890.0,20.52586
900.0,20.33752
910.0,20.53119
920.0,20.63525
930.0,20.5102
940.0,20.24317
950.0,20.4642
960.0,20.52846
970.0,21.2845
980.0,20.13278
990.0,20.3604
1001.0,21.11711
1010.0,20.23315
1020.0,20.89018
1030.0,20.19244
1040.0,20.23805
1051.0,20.04723
1061.0,20.76054
1071.0,20.96072
1081.0,21.11285
1091.0,20.06326
1101.0,19.81691
1111.0,20.04723
1121.0,20.06587
1130.0,20.03522
1140.0,20.67926
1150.0,20.01924
1160.0,21.02565
1170.0,20.86467
1180.0,20.63673
1190.0,20.8439
1201.0,20.97751
1211.0,19.95951
1221.0,20.59861
1230.0,20.81076
1240.0,19.94662
1250.0,19.9199
1260.0,20.56906
1271.0,20.76125
1281.0,20.88666
1290.0,20.74891
1305.0,19.20289
1310.0,21.03229
1320.0,20.34373
1330.0,20.39803
1340.0,20.3807
1350.0,20.33322
1360.0,20.24317
1370.0,20.18562
1380.0,20.77773
1390.0,20.99068
1400.0,20.08224
1410.0,20.05287
1420.0,20.09773
1430.0,20.02777
1440.0,20.89453
1450.0,20.90323
1460.0,20.03459
1470.0,19.95284
1480.0,19.91145
1490.0,19.89907
1500.0,20.45819
1510.0,20.66419
1520.0,20.73052
1530.0,20.70485
1540.0,20.34373
1550.0,20.51843
1560.0,20.72837
1570.0,20.53539
1580.0,20.30311
1590.0,20.52279
1600.0,20.57201
1610.0,20.47255
1620.0,20.21333
1630.0,20.43087
1640.0,21.47909
1650.0,20.37694
1660.0,19.95699
1670.0,21.12989
1680.0,20.28038
1691.0,20.20871
1701.0,20.84679
1710.0,21.0619
1720.0,20.14461
1730.0,20.96911
1740.0,20.74766
1750.0,20.94814
1760.0,20.09359
1770.0,20.05124
1780.0,20.7134
1790.0,20.90632
1800.0,20.05664
1811.0,20.87298
1821.0,20.66223
1831.0,20.86467
1841.0,20.00148
1850.0,20.68334
1860.0,20.62401
1870.0,20.83561
1881.0,20.95832
1891.0,20.81076
1901.0,21.47217
1910.0,20.79423
1920.0,19.92385
1930.0,19.90804
1941.0,20.54379
1951.0,19.88832
1970.0,21.40983
1970.0,21.40983
1980.0,20.46486
1990.0,20.35512
2000.0,20.36341
2010.0,20.2719
2020.0,20.00377
2030.0,21.14993
2040.0,20.15578
2050.0,20.05287
2060.0,20.6675
2070.0,20.04869
2080.0,20.91631
2090.0,20.02777
2100.0,21.12478
2110.0,19.99023
2120.0,20.87714
2130.0,19.95284
2140.0,20.50819
2150.0,20.82516
2160.0,20.78634
2170.0,20.65666
2180.0,20.51135
2190.0,20.72623
2200.0,20.6113
2210.0,21.33075
2220.0,20.39369
2230.0,20.59016
2240.0,20.6499
2250.0,20.52699
2261.0,20.96201
2270.0,20.46837
2280.0,20.55747
2290.0,20.43087
2300.0,20.15392
2310.0,20.3728
2320.0,20.45148
2330.0,20.25357
2341.0,19.94936
2351.0,21.1086
2360.0,20.25684
2370.0,21.0619
2380.0,19.80464
2390.0,20.10345
2400.0,20.12603
2410.0,20.95233
2420.0,20.72623
2430.0,20.93558
2440.0,21.07886
2450.0,20.04322
2460.0,20.68778
2470.0,20.88964
2481.0,20.03822
2490.0,20.87298
2501.0,20.64522
