_time,_right_vel
11.0,1.854366
21.0,5.741214
31.0,7.37515
41.0,10.13013
51.0,10.4907
61.0,12.77159
71.0,12.79299
81.0,13.75775
91.0,14.56869
101.0,14.55958
111.0,14.55654
121.0,15.82443
131.0,16.35565
141.0,16.32166
151.0,16.31488
161.0,16.38499
171.0,17.49146
181.0,16.25747
191.0,17.45012
201.0,16.75337
211.0,17.96715
221.0,17.02673
231.0,17.04073
241.0,17.5857
251.0,16.97096
261.0,17.83132
271.0,18.01731
281.0,16.56259
291.0,16.90176
301.0,17.75513
311.0,17.71908
321.0,17.67503
331.0,17.64028
341.0,16.26588
352.0,17.05938
361.0,18.16916
371.0,17.55511
381.0,18.21424
391.0,17.48126
401.0,17.15001
411.0,17.47076
421.0,17.11107
431.0,18.32596
441.0,17.11814
451.0,17.43586
461.0,18.06343
471.0,17.41846
481.0,17.07583
491.0,17.40109
502.0,17.02077
512.0,17.38029
522.0,17.93761
531.0,17.363
541.0,16.99347
551.0,17.3492
561.0,17.01974
571.0,16.46537
582.0,17.94786
591.0,16.95075
601.0,16.97443
611.0,17.30447
622.0,17.90693
632.0,17.28733
641.0,17.72628
651.0,17.17132
661.0,17.06963
671.0,16.68575
681.0,17.59031
691.0,17.82602
701.0,16.56609
711.0,17.75677
721.0,18.19085
731.0,17.65228
741.0,16.37269
751.0,17.30754
761.0,17.3017
771.0,17.2895
781.0,17.25352
791.0,17.26429
801.0,17.24958
811.0,17.52339
821.0,18.11259
831.0,17.48508
841.0,17.75228
851.0,17.14292
861.0,18.01909
871.0,17.98567
881.0,17.08555
891.0,17.93761
901.0,17.00926
911.0,16.95708
921.0,17.56904
931.0,16.93629
941.0,17.80222
952.0,18.02055
961.0,17.46064
971.0,17.7443
981.0,16.82288
991.0,17.70829
1001.0,17.2931
1012.0,16.72108
1021.0,17.24634
1031.0,17.55864
1041.0,18.14272
1051.0,17.49177
1061.0,17.13479
1071.0,16.60387
1081.0,17.12875
1091.0,17.45678
1101.0,17.09136
1111.0,17.43934
1121.0,17.10401
1131.0,17.42193
1141.0,17.05207
1151.0,17.39762
1161.0,17.0688
1171.0,17.38722
1182.0,18.00959
1192.0,17.36646
1201.0,16.60637
1211.0,17.3561
1221.0,16.97791
1231.0,17.33886
1241.0,16.9988
1252.0,17.32509
1262.0,16.93914
1271.0,17.30791
1281.0,16.97096
1291.0,17.29419
1307.0,17.10269
1311.0,17.91726
1321.0,17.34575
1331.0,17.61273
1341.0,17.25391
1351.0,17.02207
1361.0,16.65391
1371.0,17.48642
1381.0,17.468
1391.0,16.85611
1401.0,17.35413
1411.0,16.80972
1421.0,18.21466
1431.0,17.59082
1441.0,17.27886
1451.0,17.55864
1461.0,17.24993
1471.0,17.53619
1481.0,16.86489
1491.0,18.08631
1501.0,17.16066
1511.0,18.07133
1521.0,17.15914
1531.0,17.41529
1541.0,16.64596
1551.0,17.03723
1561.0,17.05692
1571.0,16.96401
1581.0,16.96054
1591.0,16.94668
1601.0,17.51511
1611.0,16.90866
1621.0,17.78045
1631.0,16.87424
1641.0,16.87473
1651.0,16.83312
1661.0,17.22631
1672.0,17.60469
1681.0,17.26429
1691.0,16.69751
1701.0,17.20633
1711.0,17.541
1721.0,17.15356
1731.0,17.47076
1741.0,17.11502
1751.0,17.44631
1761.0,17.12167
1771.0,17.43934
1781.0,17.08348
1791.0,17.42193
1801.0,17.08638
1811.0,17.4115
1821.0,17.02858
1831.0,17.39069
1841.0,17.94868
1851.0,17.37683
1862.0,17.99721
1872.0,17.363
1881.0,17.3423
1891.0,17.33886
1901.0,17.96017
1911.0,17.32165
1922.0,17.87881
1932.0,17.30791
1942.0,17.93146
1951.0,17.29419
1981.0,17.8
1991.0,17.89581
2001.0,17.57717
2011.0,17.5754
2021.0,17.01838
2031.0,17.47168
2041.0,18.18051
2051.0,16.84061
2061.0,18.26805
2071.0,17.32201
2081.0,17.3017
2091.0,17.59405
2101.0,18.19188
2111.0,17.27149
2121.0,17.26583
2131.0,17.5426
2141.0,17.21053
2151.0,17.51379
2161.0,17.77131
2171.0,17.17132
2181.0,17.12167
2191.0,17.12167
2201.0,17.07281
2211.0,17.96345
2221.0,17.03373
2231.0,17.00228
2241.0,17.53821
2251.0,16.96054
2261.0,17.47385
2271.0,16.91901
2281.0,17.46432
2291.0,17.77683
2301.0,16.39577
2312.0,17.17536
2321.0,17.39105
2331.0,16.73459
2341.0,17.25035
2352.0,17.05938
2362.0,17.232
2371.0,16.67065
2381.0,17.07169
2391.0,17.47776
2401.0,17.14646
2411.0,17.46727
2421.0,17.09136
2431.0,17.44283
2441.0,18.00422
2451.0,17.42541
2462.0,17.05599
2471.0,16.53433
2482.0,17.07231
2492.0,17.39415
2502.0,17.02077
