_time,_left_vel
10.0,2.447638
20.0,6.708934
30.0,9.26199
40.0,12.95956
50.0,15.70205
60.0,17.04007
70.0,18.35257
80.0,20.11169
90.0,21.67612
100.0,22.32936
110.0,23.26464
120.0,24.61549
130.0,25.54318
140.0,25.55025
150.0,25.58196
160.0,26.32335
170.0,27.1212
180.0,27.11159
190.0,27.18581
200.0,27.07336
210.0,27.95846
220.0,27.75547
230.0,27.91806
240.0,27.77475
250.0,27.80329
260.0,26.85407
270.0,26.78529
280.0,27.89716
290.0,28.58267
301.0,28.30176
310.0,27.58218
320.0,27.75258
330.0,28.23586
340.0,27.40207
350.0,27.36456
360.0,27.51278
370.0,28.20734
380.0,28.22095
390.0,27.12856
400.0,27.31503
410.0,28.07124
420.0,28.06287
430.0,28.03179
440.0,27.24554
451.0,27.13945
461.0,28.00476
471.0,27.98123
481.0,28.18294
491.0,27.95322
501.0,28.86034
511.0,27.93085
521.0,27.12635
530.0,27.8918
540.0,27.90079
550.0,27.88066
560.0,28.0664
570.0,27.84174
580.0,27.86056
590.0,27.81955
601.0,27.00819
610.0,28.0342
630.0,27.77528
641.0,28.0017
650.0,28.36297
660.0,27.16212
670.0,27.75028
680.0,27.65716
690.0,28.77324
700.0,28.03915
710.0,27.54419
720.0,28.4166
730.0,28.46444
740.0,27.60925
750.0,27.45379
760.0,28.31547
770.0,28.08318
780.0,28.09184
790.0,28.05222
800.0,28.24452
810.0,27.98027
820.0,27.16786
830.0,27.25941
840.0,28.10952
850.0,28.08617
860.0,27.32331
870.0,28.03379
880.0,27.93536
890.0,27.73131
900.0,27.88066
910.0,27.79187
920.0,26.9661
930.0,27.76904
940.0,27.55954
950.0,27.7008
960.0,27.64419
970.0,27.61597
980.0,27.41693
990.0,27.57094
1000.0,27.57073
1010.0,28.28162
1020.0,27.37914
1030.0,27.34243
1040.0,27.45507
1051.0,27.18339
1061.0,27.20276
1070.0,28.07688
1080.0,28.30701
1090.0,28.04305
1100.0,28.04541
1110.0,28.01492
1120.0,28.23505
1130.0,27.12312
1140.0,27.09017
1150.0,27.09596
1160.0,27.17641
1170.0,27.94763
1180.0,27.94113
1190.0,27.9141
1201.0,27.10139
1211.0,26.99861
1221.0,27.88353
1230.0,26.82982
1240.0,27.0516
1250.0,27.83064
1260.0,27.83762
1270.0,27.7974
1281.0,26.98345
1291.0,27.78081
1302.0,28.60805
1310.0,27.5891
1320.0,27.06081
1330.0,26.91899
1340.0,28.19244
1350.0,27.67263
1360.0,27.73886
1370.0,27.55954
1380.0,27.54202
1390.0,27.49994
1400.0,27.50571
1410.0,27.32603
1420.0,28.11846
1430.0,27.30088
1440.0,27.38487
1450.0,28.05222
1460.0,27.22951
1470.0,28.00593
1480.0,27.27645
1490.0,27.13609
1500.0,27.94368
1510.0,27.22539
1520.0,27.15761
1530.0,27.107
1540.0,28.23142
1550.0,26.94877
1560.0,27.10786
1570.0,26.90641
1580.0,27.6314
1590.0,27.77475
1600.0,27.65549
1610.0,27.54126
1620.0,26.77452
1631.0,27.50159
1640.0,27.75912
1650.0,27.57656
1660.0,28.11937
1670.0,26.52476
1680.0,27.51921
1690.0,27.38118
1700.0,27.33912
1710.0,27.31483
1720.0,27.3277
1730.0,27.20495
1740.0,27.18017
1750.0,27.1667
1760.0,28.2808
1771.0,28.0093
1781.0,28.01637
1791.0,27.98684
1801.0,27.20151
1811.0,27.96442
1821.0,27.9758
1831.0,27.94203
1841.0,27.13885
1851.0,27.04179
1860.0,27.88066
1870.0,27.02018
1880.0,28.09222
1890.0,26.99861
1900.0,27.85482
1910.0,26.97707
1921.0,28.02134
1931.0,26.93946
1941.0,26.91748
1950.0,27.77528
1970.0,27.94246
1970.0,27.94246
1980.0,27.5985
1990.0,27.77626
2000.0,27.71399
2010.0,27.89254
2020.0,28.0947
2030.0,27.59542
2040.0,28.60288
2050.0,28.18684
2060.0,28.23082
2070.0,28.09351
2080.0,27.43078
2090.0,27.43653
2100.0,27.2811
2110.0,28.2977
2120.0,27.34483
2130.0,27.35054
2140.0,27.47552
2150.0,28.19154
2160.0,27.23106
2170.0,27.21973
2180.0,27.8859
2190.0,27.86794
2200.0,27.16628
2210.0,27.06216
2220.0,27.7399
2230.0,27.68104
2240.0,28.00326
2250.0,27.79187
2260.0,27.76828
2270.0,27.71215
2280.0,27.89716
2290.0,27.67247
2301.0,27.45244
2310.0,27.56532
2320.0,27.74605
2330.0,27.42559
2340.0,27.3906
2350.0,28.253
2360.0,27.47428
2370.0,27.30931
2380.0,27.3163
2390.0,27.21042
2400.0,27.30237
2410.0,28.05996
2420.0,28.06287
2430.0,28.03742
2440.0,27.23924
2450.0,28.00368
2460.0,28.01056
2470.0,27.10682
2480.0,27.18268
2490.0,27.07968
2500.0,27.95846
