_time,_control,_left_pos,_right_pos,_left_vel,_right_vel
10.0,0.0,0.008726645,0.008726645,1.132301,1.130102
26.0,0.0,0.03502098,0.03502098,4.409625,4.411854
35.0,0.0,0.05251269,0.04814936,6.234061,5.711835
50.0,0.0,0.06571739,0.06569827,8.250327,8.253448
58.0,0.0,0.07446324,0.07009984,9.238572,8.691879
74.0,0.0,0.08761058,0.07886481,10.98382,9.882952
83.0,0.0,0.09201205,0.08761058,10.93695,10.41615
99.0,0.0,0.09639467,0.0919932,11.82327,11.2789
107.0,0.0,0.09641372,0.09203118,12.07005,11.52576
123.0,0.0,0.1007771,0.09203135,12.70174,11.60752
131.0,0.0,0.1051595,0.09639467,13.131,12.00214
147.0,0.0,0.1051787,0.1007771,13.072,12.53515
155.0,0.0,0.1051787,0.09643284,13.04269,11.93054
171.0,0.0,0.1051977,0.1007962,13.02161,12.48525
178.0,0.0,0.1051788,0.0920696,13.64249,11.92786
195.0,0.0,0.1095611,0.1008151,13.5608,12.4837
203.0,0.0,0.1095611,0.1007963,13.65074,12.54926
219.0,0.0,0.1139245,0.1007962,13.80798,12.22219
226.0,0.0,0.1052168,0.1007962,13.87017,13.27993
242.0,0.0,0.1095611,0.1007962,13.68671,12.59651
251.0,0.0,0.1139245,0.1007962,13.96951,12.35308
266.0,0.0,0.1052169,0.09645196,13.93847,12.78204
275.0,0.0,0.1139055,0.1007773,13.95061,12.33486
291.0,0.0,0.1095803,0.1051596,13.51376,12.98125
298.0,0.0,0.1095612,0.09645196,14.08614,12.38301
315.0,0.0,0.1139435,0.1051785,14.04387,12.97321
323.0,0.0,0.1095803,0.1008154,13.53556,12.44345
339.0,0.0,0.1095802,0.1007962,14.18506,13.06044
347.0,0.0,0.1139246,0.1051596,13.89253,12.81603
363.0,0.0,0.1095803,0.1008154,13.63539,12.55083
371.0,0.0,0.1095612,0.09643301,14.30598,12.58266
386.0,0.0,0.1052168,0.09647092,13.88856,12.73625
395.0,0.0,0.1139055,0.1051407,13.85351,12.78161
411.0,0.0,0.1139436,0.1051596,14.00573,12.93635
419.0,0.0,0.1052169,0.09645196,13.41701,12.28948
435.0,0.0,0.1139624,0.1051785,13.99709,12.92836
442.0,0.0,0.105217,0.09645205,13.84084,12.67738
458.0,0.0,0.1095801,0.1008152,14.13909,13.01302
467.0,0.0,0.1139246,0.1051596,13.7912,12.7257
483.0,0.0,0.1139436,0.1008154,14.12782,12.50392
491.0,0.0,0.1052169,0.1007963,13.63184,13.05534
507.0,0.0,0.1139244,0.1007962,13.96263,12.36221
515.0,0.0,0.1183068,0.1095229,14.29036,13.22219
531.0,0.0,0.105217,0.1007964,13.81892,13.25187
539.0,0.0,0.1182688,0.1051596,13.9983,12.43703
555.0,0.0,0.1139056,0.1007963,13.94547,12.34245
563.0,0.0,0.1139434,0.1051596,13.87554,12.80036
578.0,0.0,0.1095612,0.09643301,14.08796,12.40221
587.0,0.0,0.1139245,0.1095039,13.70126,13.16792
603.0,0.0,0.1139246,0.1051407,14.07349,13.00221
611.0,0.0,0.1139435,0.1051785,13.68638,12.62444
627.0,0.0,0.1139436,0.1051596,13.91639,12.85378
635.0,0.0,0.1052169,0.09645196,13.50874,12.37663
650.0,0.0,0.1095801,0.09647092,14.34737,12.63067
659.0,0.0,0.1182879,0.109504,13.90249,12.86661
675.0,0.0,0.1139246,0.1007964,13.89593,12.29858
683.0,0.0,0.1052168,0.1007962,13.63006,13.05365
699.0,0.0,0.1095991,0.1008153,14.02817,12.91422
707.0,0.0,0.1139246,0.1051596,13.60595,12.55332
723.0,0.0,0.1139246,0.1051596,14.02651,12.95556
731.0,0.0,0.1095802,0.09645196,13.99039,12.30523
747.0,0.0,0.1139435,0.1051785,13.86537,12.80662
755.0,0.0,0.1095803,0.1008154,13.97068,12.8448
771.0,0.0,0.1095802,0.09645196,14.28724,12.58101
779.0,0.0,0.1095612,0.1007773,13.6747,12.57127
795.0,0.0,0.1052359,0.09647099,13.70857,12.57442
803.0,0.0,0.1182689,0.109504,14.20764,13.14888
819.0,0.0,0.1182879,0.1051597,14.09713,12.53979
827.0,0.0,0.1095992,0.1008153,13.90656,12.78589
843.0,0.0,0.1139245,0.1051596,13.97812,12.90924
851.0,0.0,0.1095802,0.1008153,13.88355,12.76637
867.0,0.0,0.1139435,0.1051596,13.81639,12.76292
875.0,0.0,0.1095803,0.1008153,13.86943,12.75015
891.0,0.0,0.1139245,0.1051596,13.8063,12.75204
899.0,0.0,0.1139435,0.1051786,14.11727,13.02323
915.0,0.0,0.1182879,0.1051596,14.3286,12.74273
923.0,0.0,0.1095992,0.1008153,13.91543,12.79404
939.0,0.0,0.1095611,0.09643291,13.92965,12.26436
947.0,0.0,0.1182878,0.1095039,13.93538,12.89703
963.0,0.0,0.1139437,0.1051597,13.92664,12.86326
971.0,0.0,0.1095803,0.1008153,13.78356,12.67447
987.0,0.0,0.1095802,0.09645196,14.18875,12.4926
995.0,0.0,0.1095612,0.1051406,13.76269,13.20552
1011.0,0.0,0.1095992,0.1008154,14.18137,13.05365
1019.0,0.0,0.1139246,0.1007963,14.01438,12.38968
1035.0,0.0,0.1182879,0.1051786,14.27997,12.701
1043.0,0.0,0.1095992,0.1008154,13.88532,12.76637
1059.0,0.0,0.1139245,0.1007962,14.42788,12.77287
1071.0,0.0,0.1095802,0.1007962,13.70046,8.186348
1083.0,0.0,0.1052549,0.1008153,13.82074,13.26589
1090.0,0.0,0.1095423,0.09643301,13.9546,12.27533
1106.0,0.0,0.1095802,0.1008152,13.74362,12.66008
1115.0,0.0,0.1182879,0.1051596,14.00496,12.44146
1131.0,0.0,0.1139246,0.1008154,14.28796,12.64891
1139.0,0.0,0.1095802,0.1007963,13.5743,12.46664
1154.0,0.0,0.1139435,0.1051596,14.24311,13.15905
1163.0,0.0,0.1183069,0.1051786,14.05844,12.49043
1178.0,0.0,0.105198,0.09645205,13.8007,12.65732
1186.0,0.0,0.1139054,0.1007773,14.23061,12.58388
1203.0,0.0,0.1183069,0.1095229,13.87466,12.86964
1211.0,0.0,0.1095993,0.1051976,13.60987,13.05244
1226.0,0.0,0.1139245,0.1051406,14.10849,13.03457
1235.0,0.0,0.1095802,0.1008152,13.5406,12.44037
1251.0,0.0,0.1139435,0.1008153,14.10674,12.48836
1259.0,0.0,0.1183069,0.1051596,14.30424,12.70717
1274.0,0.0,0.1095423,0.1051406,13.55743,13.02323
1282.0,0.0,0.1139244,0.1051785,14.16663,13.07036
1299.0,0.0,0.1183069,0.1051596,14.34255,12.75515
1307.0,0.0,0.1095993,0.1051786,13.44712,12.90129
1322.0,0.0,0.1139245,0.1007773,14.22525,12.59177
1331.0,0.0,0.1139435,0.1051595,13.96263,12.88224
1347.0,0.0,0.1095993,0.1051787,13.52046,12.98769
1354.0,0.0,0.1095613,0.09645205,14.38901,12.65065
1371.0,0.0,0.1095802,0.1008152,13.51041,12.43574
1379.0,0.0,0.1182879,0.109523,14.18369,13.12672
1395.0,0.0,0.1139056,0.1051407,14.03866,12.96679
1403.0,0.0,0.1139434,0.1008152,14.05954,12.42958
1419.0,0.0,0.1095993,0.09645196,14.18321,12.48935
1427.0,0.0,0.1139246,0.1051406,13.88403,12.80662
1443.0,0.0,0.1139436,0.1051787,14.17194,13.09161
1450.0,0.0,0.1052169,0.09645205,13.72474,12.57277
1467.0,0.0,0.1139624,0.1051976,14.00746,12.93955
1475.0,0.0,0.1095803,0.09645212,14.27229,12.54976
1491.0,0.0,0.1139435,0.1051595,13.99709,12.92836
1499.0,0.0,0.1095803,0.1008153,13.96353,12.83823
1515.0,0.0,0.1095992,0.1051786,13.4521,12.92198
1523.0,0.0,0.1095613,0.09645205,14.40231,12.66567
1538.0,0.0,0.1095802,0.1008152,14.12993,13.00628
1547.0,0.0,0.1182879,0.1051596,14.31815,12.72106
1563.0,0.0,0.1139437,0.1008154,14.12255,12.5008
1571.0,0.0,0.1052169,0.1007963,13.61943,13.04347
1587.0,0.0,0.1139434,0.1051405,13.95748,12.89176
1595.0,0.0,0.1139436,0.1051785,13.74775,12.68254
