_time,_control,_left_pos,_right_pos,_left_vel,_right_vel
10.0,0.0,0.004363323,0.004363323,0.5211182,0.5203724
18.0,0.0,0.01747233,0.01747233,2.164347,2.164615
33.0,0.0,0.03065783,0.03065783,3.852581,3.855986
41.0,0.0,0.03504035,0.03067703,4.491904,3.930416
58.0,0.0,0.04382429,0.03947991,5.388149,4.85293
66.0,0.0,0.04818778,0.04816882,6.095575,6.091706
81.0,0.0,0.05258926,0.0482069,6.652252,6.101774
89.0,0.0,0.05258934,0.05257022,6.612766,6.611931
105.0,0.0,0.0569717,0.05695267,7.10372,7.116197
113.0,0.0,0.06133511,0.05260838,7.676115,6.574571
130.0,0.0,0.06135423,0.05699075,7.644415,7.089514
137.0,0.0,0.05699091,0.05697187,7.434233,7.44399
153.0,0.0,0.06571747,0.05697179,8.162865,7.070074
161.0,0.0,0.06137327,0.06133511,7.661674,7.667444
178.0,0.0,0.06137327,0.06135423,7.451394,7.455941
186.0,0.0,0.06571764,0.05699091,8.103237,7.017592
202.0,0.0,0.06137336,0.06135416,7.67901,7.68384
209.0,0.0,0.06135432,0.05699091,8.108113,7.522971
226.0,0.0,0.06139231,0.06135416,7.583678,7.588388
234.0,0.0,0.06571773,0.06135423,8.070265,7.527606
250.0,0.0,0.06573668,0.06135423,8.119321,7.582736
258.0,0.0,0.06137336,0.05699091,7.904572,7.335213
274.0,0.0,0.0657366,0.06137319,8.109262,7.574275
282.0,0.0,0.06573668,0.06135431,8.138504,7.591217
298.0,0.0,0.06571764,0.06133519,7.950662,7.426031
306.0,0.0,0.07009992,0.06135416,8.568136,7.492521
321.0,0.0,0.06571773,0.06133519,8.191471,7.649202
330.0,0.0,0.0657366,0.06135416,8.022781,7.48426
345.0,0.0,0.06137336,0.05700994,8.111343,7.535964
354.0,0.0,0.07008097,0.0656986,8.544018,8.007077
370.0,0.0,0.06571773,0.0656986,8.089216,8.094218
378.0,0.0,0.0657366,0.05700987,8.36313,7.243418
394.0,0.0,0.06139239,0.06137319,7.544341,7.549002
401.0,0.0,0.0613544,0.05699099,8.094147,7.510023
418.0,0.0,0.06575563,0.06135416,7.92371,7.399943
426.0,0.0,0.06137343,0.06135423,7.985167,7.978908
442.0,0.0,0.06575563,0.06135423,8.160829,7.622477
449.0,0.0,0.06137343,0.05699091,7.975784,7.400288
466.0,0.0,0.06575563,0.06137319,8.066286,7.534105
474.0,0.0,0.06137343,0.06135431,7.959157,7.953975
490.0,0.0,0.0657366,0.06135423,8.061319,7.528534
498.0,0.0,0.06573668,0.06135423,8.342875,7.781723
514.0,0.0,0.06137336,0.05699091,8.066359,7.494147
522.0,0.0,0.06571764,0.06569852,8.022781,8.017867
538.0,0.0,0.06139239,0.06135431,7.895376,7.900482
546.0,0.0,0.07008104,0.06135423,8.450934,7.390989
562.0,0.0,0.06571773,0.06569852,8.131426,8.13648
569.0,0.0,0.0657366,0.05700987,8.479058,7.34376
585.0,0.0,0.06573668,0.05700987,8.624305,7.477353
594.0,0.0,0.06573668,0.0656986,7.898847,7.895988
610.0,0.0,0.06137336,0.06135431,8.040874,8.04617
617.0,0.0,0.06571764,0.05699091,8.28584,7.175611
634.0,0.0,0.06575572,0.06137319,8.026716,7.496199
642.0,0.0,0.06137343,0.06135431,7.972661,7.966422
658.0,0.0,0.06139231,0.06135423,7.866906,7.872989
666.0,0.0,0.07008104,0.06135423,8.389997,7.33684
682.0,0.0,0.06571773,0.06135423,8.103237,7.567706
690.0,0.0,0.0657366,0.06135423,8.412577,7.846695
706.0,0.0,0.07008097,0.06135423,8.544018,7.479677
714.0,0.0,0.06139231,0.06135423,7.840653,7.836629
738.0,0.0,0.06575572,0.06137327,8.223376,7.671295
754.0,0.0,0.06571764,0.06569852,7.996316,8.002182
762.0,0.0,0.0657366,0.05700987,8.47796,7.342809
778.0,0.0,0.06139239,0.06137319,7.837635,7.841659
786.0,0.0,0.0613544,0.06135431,7.806584,7.802596
802.0,0.0,0.06139231,0.05699091,8.085575,7.513007
810.0,0.0,0.07008104,0.06569852,8.324966,7.799077
826.0,0.0,0.06137343,0.06135431,7.987255,7.993526
834.0,0.0,0.07008097,0.06135423,8.313071,7.268744
850.0,0.0,0.06571773,0.06135423,7.975853,7.449576
858.0,0.0,0.0657366,0.06571756,8.16592,8.159812
874.0,0.0,0.06137336,0.056991,7.974742,7.408987
882.0,0.0,0.07008097,0.06133519,8.377915,7.327159
898.0,0.0,0.06571773,0.06135423,8.36313,7.811576
906.0,0.0,0.07009992,0.06571756,8.276606,7.754722
922.0,0.0,0.06573677,0.06135432,8.044475,7.512794
930.0,0.0,0.06137336,0.06135423,7.737369,7.733451
946.0,0.0,0.0657366,0.06135423,8.525446,7.961231
954.0,0.0,0.06137336,0.06135423,7.727581,7.722696
970.0,0.0,0.06139231,0.06135423,7.949834,7.95501
978.0,0.0,0.06571773,0.06135423,8.105245,7.560213
994.0,0.0,0.06573668,0.06135423,7.941016,7.416113
1002.0,0.0,0.06573668,0.06135423,8.35139,7.789662
1018.0,0.0,0.06573668,0.06571756,7.78794,7.792576
1026.0,0.0,0.06573668,0.06137327,8.240978,7.68674
1042.0,0.0,0.06137336,0.05699091,8.02503,7.455731
1050.0,0.0,0.07008097,0.06569852,8.209451,7.691838
1070.0,0.0,0.07008104,0.06135431,8.452981,4.871334
1074.0,0.0,0.07011896,0.06571756,8.367874,16.06131
1089.0,0.0,0.06569868,0.05697196,8.270135,7.173796
1097.0,0.0,0.06573651,0.06569843,8.181231,8.172037
1113.0,0.0,0.06573668,0.0656986,8.251368,8.25449
1122.0,0.0,0.06573668,0.06137319,7.854296,7.328917
1138.0,0.0,0.06573668,0.06571756,8.077236,8.075243
1145.0,0.0,0.06573668,0.05700994,8.269091,7.169262
1161.0,0.0,0.06137336,0.06135416,7.75899,7.76392
1170.0,0.0,0.07008097,0.06571755,8.206556,7.689127
1185.0,0.0,0.06137343,0.0656986,7.644415,8.19968
1193.0,0.0,0.06571764,0.06137319,8.205849,7.649202
1210.0,0.0,0.06575572,0.05700994,8.169997,7.083317
1217.0,0.0,0.06137343,0.06133528,8.002952,7.996665
1234.0,0.0,0.0657366,0.06135423,8.149652,7.604447
1242.0,0.0,0.06573668,0.06135423,8.193521,7.648244
1258.0,0.0,0.06573668,0.06137327,7.982663,7.455031
1265.0,0.0,0.06573668,0.056991,8.693034,7.527963
1281.0,0.0,0.06137336,0.06135416,7.663596,7.668406
1290.0,0.0,0.06571764,0.06571755,8.075243,8.071259
1306.0,0.0,0.06575572,0.06135432,8.120329,7.58462
1313.0,0.0,0.06137343,0.06135423,8.077023,8.069554
1330.0,0.0,0.0657366,0.06135423,8.114288,7.578973
1338.0,0.0,0.0701,0.06571756,8.425437,7.895036
1353.0,0.0,0.06571773,0.06133528,8.110266,7.573336
1362.0,0.0,0.0657366,0.06135416,8.132437,7.586504
1377.0,0.0,0.06573668,0.05700994,8.476862,7.350421
1386.0,0.0,0.06573668,0.0656986,8.028687,8.024749
1402.0,0.0,0.06573668,0.06135431,8.186348,7.646329
1410.0,0.0,0.06573668,0.06135423,8.017867,7.478762
1426.0,0.0,0.06573668,0.06135423,8.092216,7.558343
1434.0,0.0,0.06573668,0.06571756,8.00316,7.998271
1450.0,0.0,0.06571764,0.06133528,8.086218,7.552736
1458.0,0.0,0.07009992,0.06571747,8.366871,7.839244
1474.0,0.0,0.06571773,0.06133528,8.080228,7.547137
1482.0,0.0,0.07009992,0.06571747,8.611467,8.068275
1498.0,0.0,0.06137343,0.06135432,7.92097,7.926109
1506.0,0.0,0.06571764,0.06135423,7.970026,7.435069
1522.0,0.0,0.06573668,0.06135423,8.15676,7.617724
1530.0,0.0,0.06573668,0.06135423,7.960332,7.426031
1546.0,0.0,0.06573668,0.06135423,8.063305,7.53039
1553.0,0.0,0.06137336,0.06135423,7.95501,7.946732
1570.0,0.0,0.07009992,0.06571756,8.593449,8.061319
1578.0,0.0,0.06139239,0.05700994,7.782715,7.221286
1594.0,0.0,0.06575563,0.06137319,8.051402,7.520193
1602.0,0.0,0.06137343,0.06135431,8.026084,8.020815
1618.0,0.0,0.06139231,0.06135423,7.892316,7.896397
1626.0,0.0,0.06571773,0.06135423,7.917959,7.385628
1642.0,0.0,0.06573668,0.06135423,8.130416,7.59216
1650.0,0.0,0.06573668,0.06571756,7.905526,7.900754
1666.0,0.0,0.06573668,0.06135432,8.034599,7.504488
1674.0,0.0,0.06573668,0.05699091,8.457145,7.323848
1689.0,0.0,0.06137336,0.05700987,8.039817,7.469476
1698.0,0.0,0.07008097,0.0656986,8.249223,7.730906
1714.0,0.0,0.06571773,0.06135431,8.022781,7.491602
1722.0,0.0,0.0657366,0.06135423,8.532114,7.95812
1738.0,0.0,0.06139239,0.05700994,7.861844,7.305925
1746.0,0.0,0.06571773,0.0656986,7.861844,7.856182
1762.0,0.0,0.06573668,0.06135431,8.098224,7.563022
1770.0,0.0,0.06137336,0.06135423,7.847704,7.842666
1786.0,0.0,0.06575563,0.06135423,8.00414,7.475101
1793.0,0.0,0.06137343,0.06135423,7.834619,7.829598
1810.0,0.0,0.06575563,0.05700994,8.000226,6.937769
1818.0,0.0,0.06573677,0.0656986,8.21615,8.212026
1834.0,0.0,0.06573668,0.0656986,7.993386,7.998271
1842.0,0.0,0.06137336,0.06137319,7.905594,7.89946
1858.0,0.0,0.06575563,0.06135423,8.393159,7.838641
1866.0,0.0,0.06137343,0.06135423,7.8016,7.796621
1882.0,0.0,0.0657366,0.06135423,8.06927,7.535964
1890.0,0.0,0.0701,0.06571756,8.315051,7.791648
1906.0,0.0,0.06137343,0.056991,7.984123,7.417706
1914.0,0.0,0.06571764,0.06133519,8.332253,7.771823
1930.0,0.0,0.06573668,0.05700994,8.546598,7.412859
1938.0,0.0,0.06573668,0.0656986,8.158794,8.152697
