_time,_control,_left_pos,_right_pos,_left_vel,_right_vel
13.0,0.0,0.008726645,0.01308997,1.142231,1.70999
21.0,0.0,0.03930799,0.0349637,4.906285,4.363323
38.0,0.0,0.07880711,0.07882607,9.906636,9.916643
45.0,0.0,0.09197366,0.09197373,11.79277,11.78973
61.0,0.0,0.1183255,0.1183065,15.62256,15.63085
70.0,0.0,0.144506,0.1357792,17.08265,16.04353
86.0,0.0,0.148984,0.1445634,18.84565,18.30765
93.0,0.0,0.162093,0.1489838,20.38936,18.72907
109.0,0.0,0.1752595,0.1577679,21.86308,19.70639
117.0,0.0,0.1752976,0.1621314,21.93451,20.27159
133.0,0.0,0.1840435,0.1665329,22.91604,20.72579
142.0,0.0,0.1927893,0.1752596,23.47307,21.35482
158.0,0.0,0.1928276,0.1709345,23.94739,21.21286
166.0,0.0,0.1928276,0.1796421,24.07652,22.45184
182.0,0.0,0.2059366,0.1840245,25.02455,22.37602
189.0,0.0,0.1885215,0.1709726,24.94322,22.60189
205.0,0.0,0.2059556,0.1796991,25.77629,22.49984
213.0,0.0,0.2059748,0.188407,25.36189,23.18909
230.0,0.0,0.2103763,0.1884451,25.99473,23.3014
237.0,0.0,0.1972675,0.1753552,25.98591,23.08026
253.0,0.0,0.2103571,0.1928082,25.97861,23.8285
262.0,0.0,0.2147207,0.1971908,25.81536,23.6994
277.0,0.0,0.1972865,0.1797377,26.13464,23.82107
285.0,0.0,0.2103004,0.1927705,26.04969,23.86404
302.0,0.0,0.219084,0.1972099,26.50543,23.86938
309.0,0.0,0.1973055,0.18412,25.8661,24.12262
326.0,0.0,0.2103762,0.1928465,26.20943,24.04336
334.0,0.0,0.2103575,0.197191,25.67919,24.05655
350.0,0.0,0.2103383,0.1928086,25.9047,23.76361
358.0,0.0,0.2147206,0.1971908,26.17566,24.02417
374.0,0.0,0.2147208,0.19721,26.43131,24.28866
382.0,0.0,0.2060131,0.1884834,26.34248,24.08201
397.0,0.0,0.2016306,0.1841389,26.61621,24.31143
406.0,0.0,0.2103193,0.197153,25.85354,24.22872
421.0,0.0,0.2016498,0.1884834,26.04969,24.36345
430.0,0.0,0.2146827,0.197172,26.05763,23.91881
446.0,0.0,0.2103765,0.19721,26.11791,24.49776
454.0,0.0,0.2016308,0.1884834,26.19588,24.47468
469.0,0.0,0.1973053,0.1841389,25.97216,24.25031
478.0,0.0,0.2190271,0.2015163,26.51831,24.38499
494.0,0.0,0.2147209,0.1972101,26.33688,24.19886
502.0,0.0,0.2060131,0.1884834,26.15101,23.91319
518.0,0.0,0.2103192,0.1971718,25.76132,24.17502
526.0,0.0,0.2147205,0.1972099,26.20454,24.05065
542.0,0.0,0.2146827,0.2058986,25.79045,24.7557
549.0,0.0,0.2016496,0.184158,26.04631,23.75983
566.0,0.0,0.2103953,0.1928846,26.0238,23.86998
574.0,0.0,0.1972676,0.1884645,25.43717,24.28775
590.0,0.0,0.1973243,0.1885023,25.8661,24.73279
598.0,0.0,0.2146638,0.2015354,25.81536,24.22313
614.0,0.0,0.2146827,0.197153,26.2367,24.11564
622.0,0.0,0.2060129,0.1928465,25.95573,24.28361
638.0,0.0,0.2147397,0.197229,26.22704,24.09788
646.0,0.0,0.2016499,0.1884835,26.18905,24.4683
662.0,0.0,0.2060129,0.1885023,26.41713,24.18444
669.0,0.0,0.2016118,0.1884454,25.85174,24.14399
686.0,0.0,0.2103953,0.1972099,25.92394,24.32176
694.0,0.0,0.2059942,0.1884834,26.36619,24.10676
710.0,0.0,0.2147016,0.1971718,26.15645,24.03593
718.0,0.0,0.2016497,0.1884832,25.76545,24.07273
734.0,0.0,0.2147396,0.1972289,26.14686,24.02417
742.0,0.0,0.2103765,0.1928468,26.31811,24.11281
758.0,0.0,0.2146826,0.1971719,26.13088,24.01242
766.0,0.0,0.2016496,0.1884832,26.00244,24.28775
782.0,0.0,0.2190458,0.2015351,26.14021,24.06341
790.0,0.0,0.206032,0.1885023,26.21117,23.96511
806.0,0.0,0.2146825,0.1928275,26.37587,23.702
