_time,_control,_left_pos,_right_pos,_left_vel,_right_vel
14.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.004363323,0.004363323,0.5859169,0.586153
38.0,0.0,0.008764807,0.008745768,1.100321,1.101432
45.0,0.0,0.00876489,0.008764807,1.122976,1.122687
61.0,0.0,0.01314725,0.008764892,1.73492,1.157227
70.0,0.0,0.01314734,0.01749154,1.552784,2.069888
85.0,0.0,0.01314734,0.01312838,1.662641,1.663909
93.0,0.0,0.01751066,0.01314725,2.203977,1.652565
109.0,0.0,0.01316646,0.01316637,1.63932,1.641581
117.0,0.0,0.01751074,0.01314742,2.1929,1.643643
133.0,0.0,0.01752978,0.01316637,2.18248,1.635837
141.0,0.0,0.01752978,0.01751074,2.134176,2.135743
158.0,0.0,0.01752978,0.01316646,2.176492,1.631149
166.0,0.0,0.01316646,0.01751074,1.641581,2.18905
182.0,0.0,0.02189302,0.01752978,2.661212,2.130269
190.0,0.0,0.01754882,0.01316646,2.160596,1.619645
205.0,0.0,0.01751074,0.0175297,2.193727,2.195107
213.0,0.0,0.0175297,0.01752978,2.157391,2.154727
230.0,0.0,0.01754882,0.01751074,2.166227,2.167303
238.0,0.0,0.01752987,0.0175297,2.151805,2.15048
253.0,0.0,0.01752978,0.01752978,2.164884,2.166227
262.0,0.0,0.01752978,0.01752978,2.107377,2.106613
278.0,0.0,0.01752978,0.01752978,2.163274,2.164347
285.0,0.0,0.01752978,0.01316646,2.329591,1.745795
302.0,0.0,0.02189311,0.0175297,2.650865,2.121981
309.0,0.0,0.01754882,0.01752978,2.299209,2.296788
326.0,0.0,0.01752978,0.01752978,2.183845,2.185486
334.0,0.0,0.01752978,0.01752978,2.139933,2.138622
350.0,0.0,0.01752978,0.01752978,2.158458,2.160061
358.0,0.0,0.01752978,0.01752978,2.136004,2.134959
374.0,0.0,0.01752978,0.01752978,2.157124,2.158458
382.0,0.0,0.02189311,0.01752978,2.801672,2.239899
397.0,0.0,0.01752987,0.01752978,2.314147,2.315374
405.0,0.0,0.01752978,0.01752978,2.154196,2.153133
421.0,0.0,0.01752978,0.01752978,2.264897,2.265779
430.0,0.0,0.01752978,0.01752978,2.127413,2.126376
446.0,0.0,0.01754882,0.01752978,2.175678,2.177036
454.0,0.0,0.01752987,0.01752978,2.277606,2.276417
469.0,0.0,0.01752978,0.01752978,2.308637,2.309553
478.0,0.0,0.02189311,0.01752978,2.651509,2.120434
494.0,0.0,0.01752987,0.01752978,2.149685,2.15101
502.0,0.0,0.01752978,0.01752978,2.225901,2.2242
518.0,0.0,0.02189311,0.01752978,2.683801,2.148891
526.0,0.0,0.01754882,0.02189311,2.139408,2.672622
542.0,0.0,0.01752978,0.02187415,2.105089,2.633585
549.0,0.0,0.01752978,0.01754874,2.264309,2.262548
566.0,0.0,0.02189311,0.01752978,2.710812,2.169998
574.0,0.0,0.0131855,0.01752978,1.695153,2.259034
590.0,0.0,0.01754874,0.01752978,2.299209,2.300724
598.0,0.0,0.01752986,0.01752978,2.107122,2.105597
614.0,0.0,0.02189311,0.01752978,2.676229,2.142823
622.0,0.0,0.01754882,0.01752978,2.208998,2.20788
638.0,0.0,0.01752978,0.02189311,2.139933,2.676557
646.0,0.0,0.02189311,0.01754882,2.845893,2.275527
662.0,0.0,0.01752987,0.01752978,2.247398,2.248846
670.0,0.0,0.01752978,0.01752978,2.247109,2.245663
686.0,0.0,0.02189311,0.02189311,2.701079,2.702752
694.0,0.0,0.01754882,0.01754882,2.243931,2.242201
710.0,0.0,0.01752978,0.01752978,2.135743,2.137051
718.0,0.0,0.01752978,0.01752978,2.241049,2.239611
733.0,0.0,0.01752978,0.01752978,2.289257,2.290458
742.0,0.0,0.02189311,0.02189311,2.563042,2.562139
757.0,0.0,0.01752987,0.01752987,2.287756,2.288956
766.0,0.0,0.02189311,0.01752978,2.636131,2.107886
782.0,0.0,0.01752987,0.02189311,2.090966,2.615274
790.0,0.0,0.01752978,0.0131855,2.231023,1.671985
806.0,0.0,0.02189311,0.01754874,2.691084,2.154196
814.0,0.0,0.01754882,0.01752986,2.22789,2.226469
830.0,0.0,0.01752978,0.01752978,2.127931,2.129229
838.0,0.0,0.02189311,0.01752978,2.780249,2.222783
854.0,0.0,0.01752987,0.01754882,2.280284,2.281774
862.0,0.0,0.01752978,0.01752987,2.177036,2.17595
878.0,0.0,0.01752978,0.01754882,2.278795,2.279986
886.0,0.0,0.02189311,0.01752987,2.618727,2.093976
902.0,0.0,0.01752987,0.02189311,2.231308,2.790562
910.0,0.0,0.01752978,0.0131855,2.21348,1.659268
926.0,0.0,0.01754882,0.01754874,2.301331,2.302545
934.0,0.0,0.01752987,0.01752986,2.065723,2.064501
950.0,0.0,0.01752978,0.02189311,2.120692,2.652476
958.0,0.0,0.02189311,0.01754882,2.75985,2.206485
974.0,0.0,0.01752987,0.01752978,2.271086,2.27286
982.0,0.0,0.02189311,0.02189311,2.701413,2.699742
